,administrative_district,american_indian_alaskan_native_expulsions,american_indian_alaskan_native_principal,american_indian_alaskan_native_removals,american_indian_alaskan_native_superintendent,asian_expulsions,asian_principal,asian_removals,asian_superintendent,black_expulsions,black_principal,black_removals,black_superintendent,dbn,hispanic_expulsions,hispanic_principal,hispanic_removals,hispanic_superintendent,location_category,location_name,multi_racial_expulsions,multi_racial_principal,multi_racial_removals,multi_racial_superintendent,unknown_expulsions,unknown_principal,unknown_removals,unknown_superintendent,white_expulsions,white_principal,white_removals,white_superintendent
586,10,*,*,*,*,*,*,*,*,*,47,*,*,10X546,*,47,6,*,High school,Bronx Theatre High School,*,*,*,*,*,*,*,*,*,*,*,*
587,10,*,*,*,*,*,*,*,*,*,*,*,*,10X549,*,*,*,*,High school,Discovery High School,*,*,*,*,*,*,*,*,*,*,*,*
588,10,*,*,*,*,*,*,*,*,*,*,*,*,10X565,*,12,*,*,High school,High School for Energy and Technology,*,*,*,*,*,*,*,*,*,*,*,*
589,10,*,*,*,*,*,*,*,*,*,*,*,*,10X668,*,*,*,*,High school,Dewitt Clinton Campus YABC,*,*,*,*,*,*,*,*,*,*,*,*
590,10,*,*,*,*,*,*,*,*,*,*,*,*,10X696,*,*,*,*,High school,High School of American Studies at Lehman College,*,*,*,*,*,*,*,*,*,*,*,*
591,10,*,*,*,*,*,*,*,*,*,*,*,*,10X903,*,*,*,*,Ungraded,T. Roosevelt Evening Hs M/W,*,*,*,*,*,*,*,*,*,*,*,*
592,10,*,*,*,*,*,*,*,*,*,*,*,*,10X904,*,*,*,*,Ungraded,T. Roosevelt Evening Hs T/R,*,*,*,*,*,*,*,*,*,*,*,*
593,11,*,*,*,*,*,*,*,*,*,*,20,*,11X016,*,*,*,*,Elementary,P.S. 016 Wakefield,*,*,*,*,*,*,*,*,*,*,*,*
594,11,*,*,*,*,*,*,*,*,*,*,*,*,11X019,*,*,*,*,K-8,P.S. 019 Judith K. Weiss,*,*,*,*,*,*,*,*,*,6,6,*
595,11,*,*,*,*,*,*,*,*,*,*,13,*,11X021,*,*,*,*,Elementary,P.S. 021 Philip H. Sheridan,*,*,*,*,*,*,*,*,*,*,*,*
596,11,*,*,*,*,*,*,*,*,*,*,*,*,11X041,*,*,*,*,Elementary,P.S. 041 Gun Hill Road,*,*,*,*,*,*,*,*,*,*,*,*
597,11,*,*,*,*,*,*,*,*,*,11,9,*,11X068,*,*,*,*,Elementary,P.S. 068 Bronx,*,*,*,*,*,*,*,*,*,*,*,*
598,11,*,*,*,*,*,*,*,*,*,*,37,*,11X076,*,*,20,*,Elementary,P.S. 076 The Bennington School,*,*,*,*,*,*,*,*,*,*,*,*
599,11,*,*,*,*,*,*,*,*,*,*,*,*,11X078,*,*,*,*,Elementary,P.S. 078 Anne Hutchinson,*,*,*,*,*,*,*,*,*,*,*,*
600,11,*,*,*,*,*,*,*,*,*,*,*,*,11X083,*,16,17,10,K-8,P.S. 083 Donald Hertz,*,*,*,*,*,*,*,*,*,*,6,*
601,11,*,*,*,*,*,*,*,*,*,*,*,*,11X087,*,*,*,*,Elementary,P.S. 087 Bronx,*,*,*,*,*,*,*,*,*,*,*,*
602,11,*,*,*,*,*,*,*,*,*,*,*,*,11X089,*,*,7,*,K-8,P.S. 089 Bronx,*,*,*,*,*,*,*,*,*,*,*,*
603,11,*,*,*,*,*,*,*,*,*,*,*,*,11X096,*,*,*,*,Elementary,P.S. 096 Richard Rodgers,*,*,*,*,*,*,*,*,*,*,*,*
604,11,*,*,*,*,*,*,*,*,*,*,*,*,11X097,*,*,*,*,Elementary,P.S. 097 Bronx,*,*,*,*,*,*,*,*,*,*,*,*
605,11,*,*,*,*,*,*,*,*,*,*,8,*,11X103,*,*,*,*,Elementary,P.S. 103 Hector Fontanez,*,*,*,*,*,*,*,*,*,*,*,*
606,11,*,*,*,*,*,*,*,*,*,*,*,*,11X105,*,*,*,*,Elementary,P.S. 105 Sen Abraham Bernstein,*,*,*,*,*,*,*,*,*,*,*,*
607,11,*,*,*,*,*,*,*,*,*,*,*,*,11X106,*,*,*,*,Elementary,P.S. 106 Parkchester,*,*,*,*,*,*,*,*,*,*,*,*
608,11,*,*,*,*,*,*,*,*,*,*,*,*,11X108,*,*,10,*,Elementary,P.S. 108 Philip J. Abinanti,*,*,*,*,*,*,*,*,*,*,*,*
609,11,*,*,*,*,*,*,*,*,*,12,6,*,11X111,*,*,*,*,Elementary,P.S. 111 Seton Falls,*,*,*,*,*,*,*,*,*,*,*,*
610,11,*,*,*,*,*,*,*,*,*,*,*,*,11X112,*,*,*,*,Elementary,P.S. 112 Bronxwood,*,*,*,*,*,*,*,*,*,*,*,*
611,11,*,*,*,*,*,*,*,*,*,*,*,*,11X121,*,*,*,*,Elementary,P.S. 121 Throop,*,*,*,*,*,*,*,*,*,*,*,*
612,11,*,*,*,*,*,*,9,*,*,26,57,*,11X127,*,21,52,8,Junior High-Intermediate-Middle,J.H.S. 127 The Castle Hill,*,*,*,*,*,*,*,*,*,*,9,*
613,11,*,*,*,*,*,*,*,*,*,9,11,17,11X144,*,6,*,9,Junior High-Intermediate-Middle,J.H.S. 144 Michelangelo,*,*,*,*,*,*,*,*,*,*,*,*
614,11,*,*,*,*,*,*,*,*,*,11,32,*,11X153,*,*,*,*,Elementary,P.S. 153 Helen Keller,*,*,*,*,*,*,*,*,*,*,*,*
615,11,*,*,*,*,*,*,*,*,*,*,*,*,11X160,*,*,*,*,Elementary,P.S. 160 Walt Disney,*,*,*,*,*,*,*,*,*,*,*,*
616,11,*,*,*,*,*,*,*,*,*,*,19,*,11X169,*,*,*,*,Elementary,Baychester Academy,*,*,*,*,*,*,*,*,*,*,*,*
617,11,*,*,*,*,*,*,*,*,*,*,*,*,11X175,*,*,*,*,K-8,P.S. 175 City Island,*,*,*,*,*,*,*,*,*,*,*,*
618,11,*,*,*,*,*,*,*,*,*,*,7,*,11X178,*,*,*,*,Elementary,P.S. 178 - Dr. Selman Waksman,*,*,*,*,*,*,*,*,*,*,*,*
619,11,*,*,*,*,*,*,*,*,*,*,35,*,11X180,*,*,6,*,Junior High-Intermediate-Middle,M.S. 180 Dr. Daniel Hale Williams,*,*,*,*,*,*,*,*,*,*,*,*
620,11,*,*,*,*,*,*,*,*,*,40,27,13,11X181,*,*,*,*,Junior High-Intermediate-Middle,I.S. 181 Pablo Casals,*,*,*,*,*,*,*,*,*,*,*,*
621,11,*,*,*,*,*,*,*,*,*,*,15,*,11X189,*,*,*,*,Elementary,Cornerstone Academy for Social Action,*,*,*,*,*,*,*,*,*,*,*,*
622,11,*,*,*,*,*,*,*,*,*,11,*,*,11X194,*,28,21,*,K-8,P.S./M.S. 194,*,*,*,*,*,*,*,*,*,*,*,*
623,11,*,*,*,*,*,*,*,*,*,*,*,*,11X249,*,*,*,*,High school,Bronx Health Sciences High School,*,*,*,*,*,*,*,*,*,*,*,*
624,11,*,*,*,*,*,*,*,*,*,50,*,8,11X253,*,24,*,*,High school,Bronx High School for Writing and Communication Ar,*,*,*,*,*,*,*,*,*,*,*,*
625,11,*,*,*,*,*,*,*,*,*,73,*,20,11X265,*,54,7,6,High school,Bronx Lab School,*,*,*,*,*,*,*,*,*,*,*,*
626,11,*,*,*,*,*,*,*,*,*,38,*,12,11X270,*,17,*,*,High school,Academy for Scholarship and Entrepreneurship: A Co,*,*,*,*,*,*,*,*,*,*,*,*
627,11,*,*,*,*,*,*,*,*,*,*,11,*,11X272,*,*,*,*,Junior High-Intermediate-Middle,Globe School for Environmental Research,*,*,*,*,*,*,*,*,*,*,*,*
628,11,*,*,*,*,*,*,*,*,*,29,11,*,11X275,*,16,*,*,High school,High School of Computers and Technology,*,*,*,*,*,*,*,*,*,*,*,*
629,11,*,*,*,*,*,*,*,*,*,18,7,16,11X287,*,15,*,16,Junior High-Intermediate-Middle,The Forward School,*,*,*,*,*,*,*,*,*,*,*,*
630,11,*,*,*,*,*,*,*,*,*,19,*,6,11X288,*,26,*,*,High school,Collegiate Institute for Math and Science,*,*,*,*,*,*,*,*,*,*,*,*
631,11,*,*,*,*,*,*,*,*,*,*,*,30,11X289,*,*,*,8,Junior High-Intermediate-Middle,The Young Scholars Academy of The Bronx,*,*,*,*,*,*,*,*,*,*,*,*
632,11,*,*,*,*,*,*,*,*,*,21,*,6,11X290,*,10,*,*,High school,Bronx Academy of Health Careers,*,*,*,*,*,*,*,*,*,*,*,*
633,11,*,*,*,*,*,*,*,*,*,32,*,*,11X299,*,21,*,*,High school,Astor Collegiate Academy,*,*,*,*,*,*,*,*,*,*,*,*
634,11,*,*,*,*,*,*,*,*,*,*,*,9,11X326,*,*,*,*,Junior High-Intermediate-Middle,Bronx Green Middle School,*,*,*,*,*,*,*,*,*,*,*,*
635,11,*,*,*,*,*,*,*,*,*,18,*,14,11X355,*,6,*,*,Junior High-Intermediate-Middle,Bronx Alliance Middle School,*,*,*,*,*,*,*,*,*,*,*,*
636,11,*,*,*,*,*,*,*,*,*,*,*,*,11X357,*,*,*,*,Elementary,Young Voices Academy of the Bronx,*,*,*,*,*,*,*,*,*,*,*,*
637,11,*,*,*,*,*,*,*,*,*,8,*,15,11X370,*,*,*,*,Junior High-Intermediate-Middle,School of Diplomacy,*,*,*,*,*,*,*,*,*,*,*,*
638,11,*,*,*,*,*,*,*,*,*,*,*,*,11X417,*,*,*,*,High school,C Columbus Hs Yabc,*,*,*,*,*,*,*,*,*,*,*,*
639,11,*,*,*,*,*,*,*,*,*,*,*,*,11X418,*,*,*,*,High school,Bronx High School for the Visual Arts,*,*,*,*,*,*,*,*,*,*,*,*
640,11,*,*,*,*,*,*,*,*,*,*,*,*,11X444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
641,11,*,*,*,*,*,*,*,*,*,*,*,9,11X455,*,*,*,*,High school,Harry S Truman High School,*,*,*,*,*,*,*,*,*,*,*,*
642,11,*,*,*,*,*,*,*,*,*,7,*,8,11X462,*,*,*,*,Junior High-Intermediate-Middle,Cornerstone Academy for Social Action Middle Schoo,*,*,*,*,*,*,*,*,*,*,*,*
643,11,*,*,*,*,*,*,*,*,*,*,*,*,11X468,*,6,*,10,Junior High-Intermediate-Middle,Pelham Academy of Academics and Community Engageme,*,*,*,*,*,*,*,*,*,*,*,*
644,11,*,*,*,*,*,*,*,*,*,*,*,*,11X481,*,*,*,*,Elementary,The STEAM Bridge School,*,*,*,*,*,*,*,*,*,*,*,*
645,11,*,*,*,*,*,*,*,*,*,*,*,*,11X483,*,*,*,*,Elementary,The Matilda Avenue School,*,*,*,*,*,*,*,*,*,*,*,*
646,11,*,*,*,*,*,*,*,*,*,*,*,*,11X498,*,17,29,*,K-8,P.S./M.S. 11X498 - VAN NEST ACADEMY,*,*,*,*,*,*,*,*,*,*,*,*
647,11,*,*,*,*,*,*,*,*,*,8,*,*,11X508,*,14,*,*,High school,Bronxdale High School,*,*,*,*,*,*,*,*,*,*,*,*
648,11,*,*,*,*,*,*,*,*,*,*,*,*,11X509,*,21,*,7,High school,High School of Language and Innovation,*,*,*,*,*,*,*,*,*,*,*,*
649,11,*,*,*,*,*,*,*,*,*,*,*,*,11X513,*,11,*,*,High school,New World High School,*,*,*,*,*,*,*,*,*,*,*,*
650,11,*,*,*,*,*,*,*,*,*,34,6,*,11X514,*,15,*,*,High school,The Bronxwood Preparatory Academy,*,*,*,*,*,*,*,*,*,*,*,*
651,11,*,*,*,*,*,*,*,*,*,8,*,10,11X529,*,*,*,*,Junior High-Intermediate-Middle,One World Middle School at Edenwald,*,*,*,*,*,*,*,*,*,*,*,*
652,11,*,*,*,*,*,*,*,*,*,*,15,6,11X532,*,6,11,*,Junior High-Intermediate-Middle,Baychester Middle School,*,*,*,*,*,*,*,*,*,*,*,*
653,11,*,*,*,*,*,*,*,*,*,*,*,*,11X534,*,*,*,*,District Pre-K Center,District 11 Pre-K Center,*,*,*,*,*,*,*,*,*,*,*,*
654,11,*,*,*,*,*,*,*,*,*,*,*,*,11X542,*,*,*,*,High school,Pelham Preparatory Academy,*,*,*,*,*,*,*,*,*,*,*,*
655,11,*,*,*,*,*,*,*,*,*,18,9,*,11X544,*,15,6,*,High school,High School for Contemporary Arts,*,*,*,*,*,*,*,*,*,*,*,*
656,11,*,*,*,*,*,*,*,*,*,57,12,14,11X545,*,75,12,15,High school,Bronx Aerospace High School,*,*,*,*,*,*,*,*,*,*,*,*
657,11,*,*,*,*,*,*,*,*,*,*,*,*,11X556,*,*,*,*,Junior High-Intermediate-Middle,Bronx Park Middle School,*,*,*,*,*,*,*,*,*,*,*,*
658,11,*,*,*,*,*,*,*,*,*,13,16,17,11X566,*,*,6,*,Junior High-Intermediate-Middle,Pelham Gardens Middle School,*,*,*,*,*,*,*,*,*,*,*,*
659,11,*,*,*,*,*,*,*,*,*,*,*,*,11X567,*,*,*,*,Elementary,Linden Tree Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
660,11,*,*,*,*,*,*,*,*,*,*,*,*,11X901,*,*,*,*,Ungraded,Evander Childs Evening H.S.,*,*,*,*,*,*,*,*,*,*,*,*
661,12,*,*,*,*,*,*,*,*,*,*,*,*,12X006,*,6,*,*,Elementary,P.S. 006 West Farms,*,*,*,*,*,*,*,*,*,*,*,*
662,12,*,*,*,*,*,*,*,*,*,*,*,*,12X044,*,*,*,*,Elementary,P.S. 044 David C. Farragut,*,*,*,*,*,*,*,*,*,*,*,*
663,12,*,*,*,*,*,*,*,*,*,*,*,*,12X047,*,10,*,*,Elementary,P.S. 047 John Randolph,*,*,*,*,*,*,*,*,*,*,*,*
664,12,*,*,*,*,*,*,*,*,*,*,*,*,12X050,*,*,*,*,Elementary,P.S. 050 Clara Barton,*,*,*,*,*,*,*,*,*,*,*,*
665,12,*,*,*,*,*,*,*,*,*,*,*,*,12X057,*,*,*,*,Elementary,P.S. 057 Crescent,*,*,*,*,*,*,*,*,*,*,*,*
666,12,*,*,*,*,*,*,*,*,*,*,*,*,12X061,*,*,*,*,Elementary,P.S. 061 Francisco Oller,*,*,*,*,*,*,*,*,*,*,*,*
667,12,*,*,*,*,*,*,*,*,*,*,*,*,12X066,*,*,6,*,Elementary,P.S. 066 School of Higher Expectations,*,*,*,*,*,*,*,*,*,*,*,*
668,12,*,*,*,*,*,*,*,*,*,*,*,*,12X067,*,7,6,11,Elementary,P.S. 067 Mohegan School,*,*,*,*,*,*,*,*,*,*,*,*
669,12,*,*,*,*,*,*,*,*,*,*,*,*,12X092,*,*,6,*,Elementary,P.S. 092 Bronx,*,*,*,*,*,*,*,*,*,*,*,*
670,12,*,*,*,*,*,*,*,*,*,20,11,*,12X098,*,22,19,*,Junior High-Intermediate-Middle,J.H.S. 098 Herman Ridder,*,*,*,*,*,*,*,*,*,*,*,*
671,12,*,*,*,*,*,*,*,*,*,*,*,*,12X129,*,*,6,8,Junior High-Intermediate-Middle,M.S. 129 Academy for Independent Learning and Lead,*,*,*,*,*,*,*,*,*,*,*,*
672,12,*,*,*,*,*,*,*,*,*,*,*,*,12X134,*,*,*,*,Elementary,P.S. 134 George F. Bristow,*,*,*,*,*,*,*,*,*,*,*,*
673,12,*,*,*,*,*,*,*,*,*,*,17,*,12X150,*,*,20,*,Elementary,P.S. 150 Charles James Fox,*,*,*,*,*,*,*,*,*,*,*,*
674,12,*,*,*,*,*,*,*,*,*,*,*,*,12X190,*,*,*,*,Junior High-Intermediate-Middle,E.S.M.T- I.S. 190,*,*,*,*,*,*,*,*,*,*,*,*
675,12,*,*,*,*,*,*,*,*,*,*,6,*,12X195,*,*,7,*,Elementary,P.S. 195,*,*,*,*,*,*,*,*,*,*,*,*
676,12,*,*,*,*,*,*,*,*,*,*,13,*,12X196,*,*,11,*,Elementary,P.S. 196,*,*,*,*,*,*,*,*,*,*,*,*
677,12,*,*,*,*,*,*,*,*,*,*,7,*,12X211,*,6,37,*,K-8,P.S. 211,*,*,*,*,*,*,*,*,*,*,*,*
678,12,*,*,*,*,*,*,*,*,*,*,*,*,12X212,*,*,*,*,K-8,P.S. 212,*,*,*,*,*,*,*,*,*,*,*,*
679,12,*,*,*,*,*,*,*,*,*,9,9,*,12X214,*,12,17,14,K-8,P.S. 214,*,*,*,*,*,*,*,*,*,*,*,*
680,12,*,*,*,*,*,*,*,*,*,*,*,12,12X217,*,*,*,8,Junior High-Intermediate-Middle,School of Performing Arts,*,*,*,*,*,*,*,*,*,*,*,*
681,12,*,*,*,*,*,*,*,*,*,14,9,*,12X242,*,33,13,*,Secondary School,Mott Hall V,*,*,*,*,*,*,*,*,*,*,*,*
682,12,*,*,*,*,*,*,*,*,*,27,*,*,12X248,*,51,6,7,High school,"Metropolitan High School, The",*,*,*,*,*,*,*,*,*,*,*,*
683,12,*,*,*,*,*,*,*,*,*,*,*,9,12X251,*,13,*,*,High school,Explorations Academy,*,*,*,*,*,*,*,*,*,*,*,*
684,12,*,*,*,*,*,*,*,*,*,40,*,*,12X267,*,97,*,10,Secondary School,Bronx Latin,*,*,*,*,*,*,*,*,*,*,*,*
685,12,*,*,*,*,*,*,*,*,*,44,17,13,12X271,*,80,61,27,Secondary School,East Bronx Academy for the Future,*,*,*,*,*,*,*,*,*,*,*,*
686,13,*,*,*,*,*,*,*,*,*,*,*,*,13K270,*,*,*,*,Elementary,P.S. 270 Johann DeKalb,*,*,*,*,*,*,*,*,*,*,*,*
687,12,*,*,*,*,*,*,*,*,*,*,*,*,12X273,*,*,*,*,Junior High-Intermediate-Middle,Frederick Douglass Academy V. Middle School,*,*,*,*,*,*,*,*,*,*,*,*
688,12,*,*,*,*,*,*,*,*,*,17,*,*,12X278,*,6,*,*,High school,Peace and Diversity Academy,*,*,*,*,*,*,*,*,*,*,*,*
689,12,*,*,*,*,*,*,*,*,*,8,*,13,12X286,*,*,*,*,Junior High-Intermediate-Middle,Fannie Lou Hamer Middle School,*,*,*,*,*,*,*,*,*,*,*,*
690,12,*,*,*,*,*,*,*,*,*,*,*,*,12X300,*,*,*,*,Elementary,The School of Science and Applied Learning,*,*,*,*,*,*,*,*,*,*,*,*
691,12,*,*,*,*,*,*,*,*,*,*,*,*,12X314,*,*,*,*,Elementary,Fairmont Neighborhood School,*,*,*,*,*,*,*,*,*,*,*,*
692,12,*,*,*,*,*,*,*,*,*,*,*,*,12X316,*,*,*,*,Junior High-Intermediate-Middle,Kappa III,*,*,*,*,*,*,*,*,*,*,*,*
693,12,*,*,*,*,*,*,*,*,*,*,*,6,12X318,*,*,*,8,Junior High-Intermediate-Middle,"I.S. X318 Math, Science & Technology Through Arts",*,*,*,*,*,*,*,*,*,*,*,*
694,12,*,*,*,*,*,*,*,*,*,*,*,*,12X341,*,*,*,*,Junior High-Intermediate-Middle,Accion Academy,*,*,*,*,*,*,*,*,*,*,*,*
695,12,*,*,*,*,*,*,*,*,*,9,*,*,12X372,*,18,*,9,Secondary School,Urban Assembly School for Wildlife Conservation,*,*,*,*,*,*,*,*,*,*,*,*
696,12,*,*,*,*,*,*,*,*,*,*,*,*,12X383,*,*,*,*,Junior High-Intermediate-Middle,Emolior Academy,*,*,*,*,*,*,*,*,*,*,*,*
697,12,*,*,*,*,*,*,*,*,*,*,18,*,12X384,*,*,17,*,Junior High-Intermediate-Middle,Entrada Academy,*,*,*,*,*,*,*,*,*,*,*,*
698,12,*,*,*,*,*,*,*,*,*,*,*,*,12X388,*,6,*,*,High school,Pan American International High School at Monroe,*,*,*,*,*,*,*,*,*,*,*,*
699,12,*,*,*,*,*,*,*,*,*,*,*,*,12X428,*,*,*,*,High school,Learning To Work Yabc At Monroe Academy,*,*,*,*,*,*,*,*,*,*,*,*
700,12,*,*,*,*,*,*,*,*,*,*,*,*,12X444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
701,12,*,*,*,*,*,*,*,*,*,10,*,*,12X446,*,6,*,*,High school,Arturo A. Schomburg Satellite Academy Bronx,*,*,*,*,*,*,*,*,*,*,*,*
702,12,*,*,*,*,*,*,*,*,*,*,*,*,12X458,*,*,*,*,Elementary,Samara Community School,*,*,*,*,*,*,*,*,*,*,*,*
703,12,*,*,*,*,*,*,*,*,*,*,*,*,12X463,*,*,*,*,Elementary,Urban Scholars Community School,*,*,*,*,*,*,*,*,*,*,*,*
704,12,*,*,*,*,*,*,*,*,*,6,*,*,12X478,*,*,*,*,High school,The Cinema School,*,*,*,*,*,*,*,*,*,*,*,*
705,12,*,*,*,*,*,*,*,*,*,57,*,*,12X479,*,26,*,*,High school,Bronx Career and College Preparatory High School,*,*,*,*,*,*,*,*,*,6,*,*
706,12,*,*,*,*,*,*,*,*,*,16,*,*,12X480,*,23,*,*,High school,Bronx Regional High School,*,*,*,*,*,*,*,*,*,*,*,*
707,12,*,*,*,*,*,*,*,*,*,27,*,7,12X511,*,26,*,*,High school,Bronx Envision Academy,*,*,*,*,*,*,*,*,*,*,*,*
708,12,*,*,*,*,*,*,*,*,*,16,*,9,12X521,*,34,*,15,High school,The Metropolitan Soundview High School,*,*,*,*,*,*,*,*,*,*,*,*
709,12,*,*,*,*,*,*,*,*,*,*,9,*,12X531,*,*,10,*,Elementary,Archer Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
710,12,*,*,*,*,*,*,*,*,*,*,*,*,12X536,*,*,*,*,Elementary,P.S. 536,*,*,*,*,*,*,*,*,*,*,*,*
711,12,*,*,*,*,*,*,*,*,*,*,*,*,12X550,*,*,*,*,High school,High School of World Cultures,*,*,*,*,*,*,*,*,*,*,*,*
712,12,*,*,*,*,*,*,*,*,*,53,*,14,12X682,*,67,*,27,High school,Fannie Lou Hamer Freedom High School,*,*,*,*,*,*,*,*,*,*,*,*
713,12,*,*,*,*,*,*,*,*,*,13,*,20,12X684,*,8,*,7,High school,Wings Academy,*,*,*,*,*,*,*,*,*,*,*,*
714,12,*,*,*,*,*,*,*,*,*,*,*,*,12X691,*,*,*,*,Elementary,Bronx Little School,*,*,*,*,*,*,*,*,*,*,*,*
715,12,*,*,*,*,*,*,*,*,*,10,*,*,12X692,*,37,*,*,High school,Monroe Academy for Visual Arts & Design,*,*,*,*,*,*,*,*,*,*,*,*
716,13,*,*,*,*,*,*,*,*,*,*,*,*,13K003,*,*,*,*,Elementary,P.S. 003 The Bedford Village,*,*,*,*,*,*,*,*,*,*,*,*
717,13,*,*,*,*,*,*,*,*,*,7,*,*,13K008,*,*,*,*,K-8,P.S. 008 Robert Fulton,*,*,*,*,*,*,*,*,*,*,*,*
718,13,*,*,*,*,*,*,*,*,*,*,*,*,13K009,*,*,*,*,Elementary,P.S. 009 Teunis G. Bergen,*,*,*,*,*,*,*,*,*,*,*,*
719,13,*,*,*,*,*,*,*,*,*,15,6,*,13K011,*,*,*,*,Elementary,P.S. 011 Purvis J. Behan,*,*,*,*,*,*,*,*,*,*,*,*
720,13,*,*,*,*,*,*,*,*,*,9,13,*,13K020,*,*,*,*,Elementary,P.S. 020 Clinton Hill,*,*,*,*,*,*,*,*,*,*,*,*
721,13,*,*,*,*,*,*,*,*,*,*,*,*,13K044,*,*,*,*,Elementary,P.S. 044 Marcus Garvey,*,*,*,*,*,*,*,*,*,*,*,*
722,13,*,*,*,*,*,*,*,*,*,*,*,*,13K046,*,*,*,*,Elementary,P.S. 046 Edward C. Blum,*,*,*,*,*,*,*,*,*,*,*,*
723,13,*,*,*,*,*,*,*,*,*,*,*,*,13K054,*,*,*,*,Elementary,P.S. 054 Samuel C. Barnes,*,*,*,*,*,*,*,*,*,*,*,*
724,13,*,*,*,*,*,*,*,*,*,*,*,*,13K056,*,*,*,*,Elementary,P.S. 056 Lewis H. Latimer,*,*,*,*,*,*,*,*,*,*,*,*
725,13,*,*,*,*,*,*,*,*,*,*,*,*,13K067,*,*,*,*,Elementary,P.S. 067 Charles A. Dorsey,*,*,*,*,*,*,*,*,*,*,*,*
726,13,*,*,*,*,*,*,*,*,*,*,*,*,13K093,*,*,*,*,Elementary,P.S. 093 William H. Prescott,*,*,*,*,*,*,*,*,*,*,*,*
727,13,*,*,*,*,*,*,*,*,*,34,*,32,13K113,*,*,*,10,Junior High-Intermediate-Middle,M.S. 113 Ronald Edmonds Learning Center,*,*,*,*,*,*,*,*,*,*,*,*
728,13,*,*,*,*,*,*,*,*,*,*,*,*,13K133,*,*,*,*,Elementary,P.S. 133 William A. Butler,*,*,*,*,*,*,*,*,*,*,*,*
729,13,*,*,*,*,*,*,*,*,*,*,*,*,13K256,*,*,*,*,Elementary,P.S. 256 Benjamin Banneker,*,*,*,*,*,*,*,*,*,*,*,*
730,13,*,*,*,*,*,*,*,*,*,24,*,6,13K265,*,9,*,*,Secondary School,Dr. Susan S. McKinney Secondary School of the Arts,*,*,*,*,*,*,*,*,*,*,*,*
731,13,*,*,*,*,*,*,*,*,*,*,*,*,13K266,*,*,*,*,Junior High-Intermediate-Middle,M.S. K266 - Park Place Community Middle School,*,*,*,*,*,*,*,*,*,*,*,*
732,13,*,*,*,*,*,*,*,*,*,45,20,19,13K282,*,13,*,*,K-8,P.S. 282 Park Slope,*,*,*,*,*,*,*,*,*,*,*,*
733,13,*,*,*,*,*,*,*,*,*,*,*,*,13K287,*,*,*,*,Elementary,P.S. 287 Bailey K. Ashford,*,*,*,*,*,*,*,*,*,*,*,*
734,13,*,*,*,*,*,*,*,*,*,*,*,*,13K301,*,*,*,*,Junior High-Intermediate-Middle,Satellite East Middle School,*,*,*,*,*,*,*,*,*,*,*,*
735,13,*,*,*,*,*,*,*,*,*,*,*,*,13K305,*,*,*,*,Elementary,P.S. 305 Dr. Peter Ray,*,*,*,*,*,*,*,*,*,*,*,*
736,13,*,*,*,*,*,*,*,*,*,*,*,*,13K307,*,*,*,*,Elementary,P.S. 307 Daniel Hale Williams,*,*,*,*,*,*,*,*,*,*,*,*
737,13,*,*,*,*,*,*,*,*,*,*,*,*,13K313,*,*,*,*,Junior High-Intermediate-Middle,Satellite West Middle School,*,*,*,*,*,*,*,*,*,*,*,*
738,13,*,*,*,*,*,*,*,*,*,8,*,14,13K350,*,*,*,*,High school,Urban Assembly High School of Music and Art,*,*,*,*,*,*,*,*,*,*,*,*
739,13,*,*,*,*,*,*,*,*,*,10,10,14,13K351,*,*,*,*,Junior High-Intermediate-Middle,The Urban Assembly Unison School,*,*,*,*,*,*,*,*,*,*,*,*
740,13,*,*,*,*,*,*,*,*,*,*,*,*,13K412,*,*,*,*,High school,"Brooklyn Community High School of Communication, A",*,*,*,*,*,*,*,*,*,*,*,*
741,13,*,*,*,*,*,*,*,*,*,*,*,6,13K419,*,*,*,*,High school,"Science Skills Center High School for Science, Tec",*,*,*,*,*,*,*,*,*,*,*,*
742,13,*,*,*,*,*,22,*,6,*,10,*,*,13K430,*,*,*,*,High school,Brooklyn Technical High School,*,*,*,*,*,*,*,*,*,18,*,*
743,13,*,*,*,*,*,*,*,*,*,*,*,*,13K439,*,*,*,*,High school,Brooklyn International High School,*,*,*,*,*,*,*,*,*,*,*,*
744,13,*,*,*,*,*,*,*,*,*,*,*,*,13K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
745,13,*,*,*,*,*,*,*,*,*,22,*,*,13K483,*,*,*,*,High school,The Urban Assembly School for Law and Justice,*,*,*,*,*,*,*,*,*,*,*,*
746,13,*,*,*,*,*,*,*,*,*,*,*,*,13K492,*,*,*,*,K-8,Academy of Arts and Letters,*,*,*,*,*,*,*,*,*,*,*,*
747,13,*,*,*,*,*,*,*,*,*,16,*,21,13K499,*,*,*,*,High school,ACORN Community High School,*,*,*,*,*,*,*,*,*,*,*,*
748,13,*,*,*,*,*,*,*,*,*,23,*,*,13K527,*,*,*,*,Secondary School,Urban Assembly Institute of Math and Science for Y,*,*,*,*,*,*,*,*,*,*,*,*
