,Location_Code,Latitude,Longitude,Grades,Community_School?,Economic_Need_Index,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Black_/_Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Collaborative_Teachers_%,Supportive_Environment_%,Strong_Family-Community_Ties_%,Student_Achievement_Rating,Total_Proficiency_Average
944,28Q175,40.731004999999996,-73.852189,"0K,01,02,03,04,05",No,0.391,0.08,0.2,0.01,0.11,0.13,0.66,0.95,0.13,0.92,0.92,0.91,0.88,Meeting Target,2.9299999999999997
945,28Q182,40.706506,-73.803188,"PK,0K,01,02,03",No,0.725,0.34,0.28,0.14,0.54,0.68,0.01,0.93,0.24,0.87,0.86,0.88,0.86,Approaching Target,2.3600000000000003
946,28Q190,40.723014,-73.851845,"06,07,08",No,0.37200000000000005,0.08,0.33,0.07,0.28,0.35,0.29,0.95,0.12,0.86,0.81,0.8,0.7,Meeting Target,2.94
947,28Q196,40.722976,-73.837726,"0K,01,02,03,04,05",No,0.154,0.06,0.38,0.02,0.13,0.15,0.4,0.96,0.05,0.95,0.94,0.98,0.88,Exceeding Target,3.5650000000000004
948,28Q206,40.734734,-73.86079699999999,"PK,0K,01,02,03,04,05",No,0.593,0.24,0.18,0.18,0.3,0.48,0.31,0.95,0.14,0.91,0.92,0.93,0.81,Meeting Target,2.545
949,28Q217,40.710509,-73.811875,"06,07,08",No,0.628,0.18,0.37,0.13,0.41,0.55,0.06,0.93,0.19,0.91,0.95,0.87,0.75,Exceeding Target,2.64
950,28Q220,40.7365,-73.851845,"PK,0K,01,02,03,04,05",No,0.545,0.16,0.27,0.09,0.23,0.31,0.39,0.95,0.09,0.94,0.93,0.96,0.85,Meeting Target,2.8150000000000004
951,28Q284,40.696913,-73.786396,"06,07,08,09,10,11,12",No,0.428,0.01,0.29,0.51,0.1,0.61,0.01,0.96,0.07,0.9,0.91,0.88,0.78,Meeting Target,3.025
952,28Q287,40.696913,-73.786396,"06,07,08",No,0.7040000000000001,0.07,0.11,0.58,0.2,0.79,0.02,0.93,0.26,0.76,0.9,0.78,0.79,Approaching Target,2.26
954,28Q310,40.713395,-73.797066,"06,07,08,09,10,11,12",No,0.5489999999999999,0.09,0.27,0.51,0.15,0.66,0.03,0.95,0.13,0.86,0.83,0.83,0.72,Meeting Target,2.5
955,28Q332,40.675061,-73.77561,"06,07,08",No,0.578,0.02,0.09,0.77,0.08,0.85,0.01,0.94,0.19,0.91,0.99,0.91,0.85,,2.4050000000000002
956,28Q354,40.679787,-73.774018,"PK,0K,01,02,03,04,05",No,0.5870000000000001,0.03,0.02,0.9,0.06,0.96,0.0,0.93,0.22,0.92,0.83,0.93,0.83,Approaching Target,2.355
958,28Q680,40.71855,-73.805991,"07,08,09,10,11,12",No,0.41,0.0,0.47,0.35,0.11,0.46,0.03,0.98,0.01,0.85,0.59,0.82,0.66,Meeting Target,3.48
959,28Q896,40.708431,-73.80419599999999,"07,08,09,10,11,12",No,0.496,0.02,0.32,0.46,0.14,0.6,0.03,0.96,0.06,0.83,0.85,0.79,0.76,Meeting Target,3.0300000000000002
960,29Q015,40.685998,-73.756807,"0K,01,02,03,04,05",No,0.5429999999999999,0.02,0.01,0.94,0.05,0.99,0.0,0.94,0.22,0.96,0.88,0.9,0.89,Meeting Target,2.615
961,29Q033,40.727164,-73.73409000000001,"0K,01,02,03,04,05",No,0.509,0.15,0.46,0.17,0.26,0.43,0.04,0.94,0.16,0.95,0.94,0.97,0.85,Approaching Target,2.675
962,29Q034,40.71089,-73.737967,"PK,0K,01,02,03,04,05",No,0.536,0.1,0.08,0.74,0.16,0.89,0.01,0.94,0.16,0.94,0.85,0.93,0.81,Meeting Target,2.585
963,29Q035,40.713433,-73.76888100000001,"PK,0K,01,02,03,04,05",No,0.625,0.14,0.24,0.35,0.29,0.64,0.04,0.93,0.24,0.95,0.9,0.96,0.85,Meeting Target,2.575
964,29Q036,40.690773,-73.763989,"0K,01,02,03,04,05",No,0.614,0.03,0.0,0.88,0.09,0.97,0.0,0.93,0.25,0.94,0.89,0.91,0.85,Meeting Target,2.495
965,29Q037,40.676251,-73.758597,"PK,0K,01,02,03,04,05",No,0.647,0.03,0.02,0.9,0.07,0.97,0.0,0.93,0.21,0.9,0.87,0.85,0.86,Approaching Target,2.49
966,29Q038,40.671631,-73.733976,"0K,01,02,03,04,05",No,0.46,0.02,0.01,0.89,0.06,0.96,0.02,0.94,0.17,0.88,0.89,0.86,0.9,Meeting Target,2.52
967,29Q052,40.661251,-73.76692299999999,"PK,0K,01,02,03,04,05",No,0.691,0.05,0.01,0.86,0.1,0.96,0.01,0.91,0.33,0.93,0.9,0.87,0.87,Meeting Target,2.4
968,29Q059,40.681888,-73.75304399999999,"06,07,08",No,0.46799999999999997,0.02,0.01,0.91,0.05,0.96,0.01,0.93,0.2,0.94,0.87,0.81,0.78,Approaching Target,2.34
969,29Q095,40.710718,-73.783055,"0K,01,02,03,04,05",No,0.721,0.24,0.39,0.11,0.43,0.54,0.02,0.93,0.23,0.95,0.92,0.96,0.87,Exceeding Target,2.79
970,29Q109,40.720411999999996,-73.746572,"06,07,08",No,0.435,0.1,0.33,0.4,0.21,0.61,0.04,0.94,0.16,0.89,0.86,0.78,0.72,Meeting Target,2.54
971,29Q116,40.700759999999995,-73.78191600000001,"PK,0K,01,02,03,04,05,06,07,08",No,0.748,0.11,0.05,0.6,0.32,0.92,0.02,0.91,0.38,0.86,0.83,0.8,0.85,Approaching Target,2.25
972,29Q118,40.703441999999995,-73.765375,"PK,0K,01,02,03,04,05",No,0.616,0.04,0.03,0.82,0.12,0.94,0.0,0.92,0.27,0.94,0.87,0.93,0.83,Approaching Target,2.43
973,29Q131,40.716997,-73.793918,"0K,01,02,03,04,05,SE",No,0.5720000000000001,0.21,0.74,0.08,0.12,0.2,0.04,0.95,0.1,0.89,0.91,0.96,0.81,Exceeding Target,3.165
974,29Q132,40.681992,-73.749505,"PK,0K,01,02,03,04,05",No,0.639,0.0,0.01,0.93,0.04,0.97,0.01,0.94,0.16,0.93,0.96,0.94,0.88,Meeting Target,2.705
975,29Q134,40.70796,-73.755348,"PK,0K,01,02,03,04,05",No,0.5660000000000001,0.1,0.03,0.86,0.09,0.95,0.01,0.92,0.32,0.86,0.78,0.79,0.85,Meeting Target,2.36
976,29Q135,40.72012,-73.757425,"0K,01,02,03,04,05",No,0.514,0.11,0.37,0.29,0.19,0.49,0.03,0.94,0.17,0.81,0.69,0.81,0.79,Meeting Target,2.705
977,29Q136,40.698935999999996,-73.752691,"PK,0K,01,02,03,04,05",No,0.589,0.03,0.01,0.9,0.06,0.96,0.01,0.94,0.21,0.94,0.84,0.92,0.83,Meeting Target,2.4050000000000002
978,29Q138,40.659983000000004,-73.734434,"PK,0K,01,02,03,04,05,06,07,08",No,0.545,0.04,0.03,0.84,0.08,0.92,0.02,0.94,0.19,0.86,0.86,0.79,0.81,Approaching Target,2.215
979,29Q147,40.698026,-73.740151,"PK,0K,01,02,03,04,05,06,07,08",No,0.48,0.03,0.01,0.95,0.02,0.97,0.01,0.92,0.3,0.85,0.72,0.9,0.72,Approaching Target,2.35
980,29Q156,40.672087,-73.743438,"0K,01,02,03,04,05",No,0.57,0.04,0.02,0.9,0.06,0.97,0.0,0.91,0.32,0.91,0.92,0.82,0.82,Approaching Target,2.315
981,29Q176,40.684870000000004,-73.729678,"PK,0K,01,02,03,04,05",No,0.38,0.01,0.05,0.81,0.03,0.85,0.0,0.96,0.09,0.96,0.94,0.94,0.87,Meeting Target,2.965
982,29Q181,40.656203000000005,-73.753128,"PK,0K,01,02,03,04,05",No,0.5429999999999999,0.03,0.02,0.86,0.08,0.94,0.01,0.93,0.25,0.84,0.84,0.89,0.86,Approaching Target,2.425
983,29Q192,40.706768,-73.753793,"06,07,08",No,0.48700000000000004,0.05,0.03,0.86,0.08,0.95,0.01,0.94,0.14,0.92,0.95,0.92,0.98,Meeting Target,2.2249999999999996
984,29Q195,40.652625,-73.73520500000001,"PK,0K,01,02,03,04,05",No,0.515,0.02,0.01,0.92,0.05,0.97,0.01,0.94,0.19,0.93,0.94,0.93,0.97,Approaching Target,2.305
985,29Q208,40.744184000000004,-73.727581,"0K,01,02,03,04,05,06,07,08",No,0.302,0.01,0.09,0.75,0.13,0.87,0.01,0.96,0.06,0.94,0.93,0.88,0.83,Meeting Target,2.8899999999999997
986,29Q238,40.712771999999994,-73.780173,"06,07,08",No,0.609,0.15,0.27,0.39,0.28,0.67,0.02,0.93,0.21,0.81,0.79,0.8,0.73,Approaching Target,2.335
988,29Q259,40.706768,-73.753793,"06,07,08,09,10,11,12",No,0.396,0.03,0.04,0.88,0.06,0.94,0.01,0.96,0.1,0.86,0.83,0.84,0.75,Approaching Target,2.39
989,29Q268,40.707652,-73.785219,"0K,01,02,03,04,05,06,07,08",No,0.65,0.08,0.27,0.34,0.27,0.61,0.02,0.94,0.16,0.91,0.83,0.88,0.78,Meeting Target,2.7
990,29Q270,40.674937,-73.73674100000001,"0K,01,02,03,04,05,06,07,08",No,0.358,0.0,0.01,0.97,0.02,0.98,0.0,0.96,0.09,0.91,0.78,0.87,0.82,Meeting Target,2.645
991,29Q283,40.668105,-73.757899,"06,07,08,09,10,11,12",No,0.46399999999999997,0.01,0.04,0.85,0.06,0.91,0.02,0.97,0.03,0.94,0.93,0.88,0.81,Meeting Target,2.64
992,29Q289,40.672087,-73.743438,"06,07,08",No,0.36700000000000005,0.02,0.01,0.86,0.05,0.91,0.01,0.95,0.13,0.75,0.86,0.85,0.84,Not Meeting Target,2.26
993,29Q295,40.720729999999996,-73.731394,"PK,0K,01,02,03,04,05,06,07,08",No,0.419,0.11,0.38,0.25,0.28,0.53,0.05,0.96,0.07,0.95,0.85,0.87,0.81,Meeting Target,2.835
994,29Q327,40.691665,-73.778987,"06,07,08,09,10,11,12",No,0.419,0.0,0.01,0.86,0.03,0.9,0.03,0.93,0.27,0.81,0.66,0.81,0.84,Meeting Target,2.415
995,29Q355,40.664858,-73.759088,"06,07,08",No,0.557,0.02,0.01,0.91,0.06,0.97,0.01,0.92,0.26,0.84,0.91,0.78,0.8,Approaching Target,2.17
996,29Q356,40.664858,-73.759088,"06,07,08",No,0.547,0.03,0.01,0.91,0.06,0.97,0.01,0.92,0.27,0.81,0.85,0.84,0.75,Approaching Target,2.185
997,30Q002,40.7697,-73.89414000000001,"0K,01,02,03,04,05",No,0.47100000000000003,0.16,0.21,0.02,0.37,0.39,0.39,0.94,0.16,0.99,0.95,0.98,0.84,Meeting Target,2.915
998,30Q010,40.759518,-73.912499,"06,07,08",No,0.605,0.12,0.23,0.06,0.52,0.58,0.18,0.94,0.15,0.93,0.95,0.88,0.7,Exceeding Target,2.675
999,30Q011,40.745517,-73.909077,"0K,01,02,03,04,05,06",No,0.5670000000000001,0.25,0.38,0.02,0.5,0.51,0.09,0.95,0.12,0.91,0.9,0.92,0.85,Exceeding Target,2.855
1000,30Q017,40.768259,-73.922754,"PK,0K,01,02,03,04,05",No,0.6990000000000001,0.23,0.19,0.12,0.55,0.67,0.13,0.94,0.2,0.91,0.9,0.9,0.88,Approaching Target,2.4349999999999996
1001,30Q069,40.748799,-73.888464,"PK,0K,01,02,03,04,05",No,0.637,0.17,0.5,0.0,0.4,0.41,0.08,0.97,0.07,0.91,0.9,0.94,0.85,Meeting Target,2.9749999999999996
1002,30Q070,40.761734000000004,-73.913973,"PK,0K,01,02,03,04,05",No,0.578,0.2,0.18,0.02,0.43,0.45,0.35,0.95,0.13,0.88,0.76,0.9,0.78,Meeting Target,2.8150000000000004
1003,30Q076,40.760847999999996,-73.941632,"PK,0K,01,02,03,04,05",No,0.7659999999999999,0.12,0.09,0.31,0.47,0.77,0.11,0.93,0.26,0.82,0.82,0.86,0.76,Meeting Target,2.335
1004,30Q078,40.744465000000005,-73.957666,"PK,0K,01,02,03,04,05",No,0.23199999999999998,0.05,0.18,0.04,0.32,0.36,0.4,0.95,0.13,0.96,0.97,0.87,0.89,Approaching Target,3.0
1005,30Q084,40.771182,-73.90610799999999,"0K,01,02,03,04,05",No,0.568,0.11,0.09,0.07,0.39,0.46,0.43,0.94,0.17,0.95,0.89,0.89,0.84,Approaching Target,2.6500000000000004
1006,30Q085,40.773009,-73.914843,"PK,0K,01,02,03,04,05",No,0.48100000000000004,0.09,0.18,0.04,0.31,0.35,0.43,0.94,0.19,0.97,0.87,0.95,0.84,Exceeding Target,3.23
1007,30Q092,40.755511,-73.86867600000001,"PK,0K,01,02,03,04,05",No,0.789,0.33,0.01,0.02,0.96,0.98,0.0,0.96,0.06,0.9,0.9,0.91,0.83,Meeting Target,2.2750000000000004
1008,30Q111,40.75855,-73.939237,"PK,0K,01,02,03,04,05,06,07,08",Yes,0.847,0.19,0.04,0.41,0.48,0.89,0.06,0.89,0.45,0.87,0.84,0.84,0.78,Approaching Target,2.045
1009,30Q112,40.757217,-73.933922,"0K,01,02,03,04,05",No,0.82,0.15,0.28,0.2,0.43,0.64,0.07,0.94,0.2,0.93,0.91,0.93,0.86,Meeting Target,2.505
1010,30Q122,40.780311,-73.91658000000001,"PK,0K,01,02,03,04,05,06,07,08",No,0.42100000000000004,0.05,0.3,0.06,0.21,0.27,0.39,0.96,0.08,0.9,0.86,0.91,0.78,Exceeding Target,3.45
1011,30Q126,40.766101,-73.929913,"06,07,08",No,0.7070000000000001,0.12,0.25,0.15,0.49,0.64,0.1,0.94,0.2,0.9,0.97,0.91,0.81,Meeting Target,2.485
1012,30Q127,40.764979,-73.871196,"PK,0K,01,02,03,04,05,06,07,08",No,0.669,0.31,0.12,0.13,0.74,0.86,0.02,0.94,0.2,0.88,0.72,0.87,0.76,Meeting Target,2.385
1013,30Q141,40.775892999999996,-73.90456400000001,"06,07,08",No,0.513,0.06,0.23,0.04,0.38,0.41,0.34,0.95,0.12,0.89,0.89,0.85,0.73,Meeting Target,2.95
1014,30Q145,40.754326,-73.88759399999999,"06,07,08",No,0.682,0.21,0.08,0.01,0.89,0.9,0.02,0.96,0.09,0.87,0.85,0.86,0.76,Meeting Target,2.5
1015,30Q148,40.758364,-73.879173,"PK,0K,01,02,03,04,05",No,0.662,0.29,0.14,0.0,0.83,0.83,0.03,0.95,0.11,0.76,0.6,0.82,0.78,Meeting Target,2.6
1016,30Q149,40.755297,-73.874426,"0K,01,02,03,04,05",No,0.735,0.31,0.08,0.01,0.87,0.88,0.03,0.96,0.11,0.89,0.92,0.93,0.82,Meeting Target,2.665
1017,30Q150,40.745746999999994,-73.92331999999999,"PK,0K,01,02,03,04,05,06",No,0.512,0.13,0.28,0.01,0.47,0.48,0.22,0.95,0.1,0.94,0.81,0.93,0.81,Exceeding Target,3.08
1018,30Q151,40.757671,-73.90836800000001,"PK,0K,01,02,03,04,05",No,0.7709999999999999,0.11,0.17,0.22,0.51,0.73,0.07,0.93,0.3,0.9,0.94,0.91,0.84,Meeting Target,2.36
1019,30Q152,40.753093,-73.90053,"PK,0K,01,02,03,04,05,06",No,0.693,0.3,0.5,0.01,0.44,0.45,0.04,0.97,0.05,0.91,0.86,0.94,0.79,Meeting Target,2.895
1020,30Q166,40.757498999999996,-73.926238,"PK,0K,01,02,03,04,05",No,0.609,0.17,0.29,0.05,0.44,0.5,0.2,0.95,0.11,0.91,0.9,0.94,0.83,Exceeding Target,2.96
1021,30Q171,40.771097999999995,-73.929462,"PK,0K,01,02,03,04,05",No,0.754,0.19,0.2,0.27,0.49,0.75,0.04,0.92,0.3,0.93,0.92,0.92,0.81,Approaching Target,2.33
1022,30Q204,40.756628000000006,-73.932648,"06,07,08",No,0.745,0.15,0.23,0.18,0.53,0.71,0.06,0.93,0.21,0.79,0.76,0.83,0.76,Exceeding Target,2.59
1023,30Q212,40.753190999999994,-73.8849,"0K,01,02,03,04,05",No,0.627,0.14,0.26,0.01,0.61,0.62,0.11,0.95,0.12,0.96,0.95,0.95,0.85,Meeting Target,2.79
1024,30Q227,40.757692,-73.87417099999999,"05,06,07,08",No,0.5539999999999999,0.05,0.14,0.1,0.48,0.59,0.27,0.97,0.06,0.94,0.96,0.9,0.75,Exceeding Target,3.055
1025,30Q230,40.75264,-73.892841,"06,07,08",No,0.601,0.11,0.37,0.01,0.56,0.57,0.05,0.96,0.08,0.9,0.91,0.87,0.74,Exceeding Target,2.955
1026,30Q234,40.766925,-73.92305400000001,"PK,0K,01,02,03,04,05",No,0.672,0.22,0.24,0.05,0.38,0.44,0.31,0.95,0.11,0.93,0.87,0.95,0.83,Approaching Target,2.675
1027,30Q235,40.766708,-73.923052,"06,07,08",No,0.6759999999999999,0.99,0.22,0.01,0.61,0.63,0.15,0.96,0.11,0.93,0.96,0.96,0.84,,2.125
1028,30Q280,40.753821,-73.873937,"0K,01,02,03,04,05",No,0.7659999999999999,0.39,0.07,0.01,0.91,0.91,0.01,0.96,0.11,0.86,0.9,0.93,0.86,,2.425
1029,30Q286,40.771319,-73.924184,"06,07,08,09,10,11,12",No,0.561,0.03,0.34,0.06,0.43,0.49,0.16,0.97,0.06,0.9,0.95,0.91,0.74,Meeting Target,2.88
1030,30Q291,40.74308,-73.959251,"06,07,08",No,0.563,0.07,0.16,0.13,0.51,0.63,0.18,0.94,0.14,0.88,0.94,0.85,0.85,Meeting Target,2.74
1031,30Q300,40.768259,-73.922754,"0K,01,02,03,04,05,06,07,08",No,0.259,0.01,0.45,0.06,0.09,0.14,0.31,0.96,0.04,0.94,0.97,0.95,0.93,,3.8600000000000003
1032,30Q580,40.755047999999995,-73.926963,"07,08,09,10,11,12",No,0.276,0.0,0.49,0.02,0.15,0.17,0.31,0.98,0.01,0.88,0.81,0.9,0.7,Exceeding Target,3.99
1033,31R001,40.508835,-74.244025,"PK,0K,01,02,03,04,05",No,0.298,0.05,0.01,0.02,0.16,0.18,0.8,0.94,0.18,0.96,0.91,0.97,0.87,Meeting Target,2.83
1034,31R002,40.577094,-74.10015,"06,07,08",No,0.526,0.05,0.11,0.06,0.29,0.34,0.54,0.93,0.2,0.83,0.92,0.82,0.75,Meeting Target,2.6500000000000004
1035,31R003,40.520825,-74.211845,"PK,0K,01,02,03,04,05",No,0.19399999999999998,0.02,0.05,0.0,0.12,0.12,0.82,0.95,0.11,0.87,0.72,0.9,0.83,Approaching Target,2.995
1036,31R004,40.552372999999996,-74.195516,"PK,0K,01,02,03,04,05",No,0.292,0.03,0.05,0.02,0.18,0.21,0.72,0.94,0.14,0.95,0.96,0.98,0.84,Meeting Target,2.82
1037,31R005,40.529697,-74.18753199999999,"0K,01,02,03,04,05",No,0.158,0.0,0.01,0.0,0.07,0.07,0.91,0.96,0.05,1.0,0.99,1.0,0.9,Exceeding Target,3.2750000000000004
1038,31R006,40.510274,-74.230429,"PK,0K,01,02,03,04,05",No,0.239,0.03,0.03,0.0,0.12,0.12,0.83,0.95,0.12,0.9,0.88,0.96,0.84,Approaching Target,2.7
1039,31R007,40.52409,-74.186183,"06,07,08",No,0.239,0.01,0.04,0.01,0.07,0.07,0.88,0.94,0.15,0.94,0.93,0.88,0.76,Meeting Target,3.16
1040,31R008,40.547645,-74.151951,"PK,0K,01,02,03,04,05",No,0.273,0.02,0.06,0.02,0.13,0.15,0.78,0.95,0.11,0.97,0.97,0.95,0.87,Meeting Target,3.0
1041,31R011,40.590709000000004,-74.097904,"PK,0K,01,02,03,04,05",No,0.5670000000000001,0.11,0.08,0.16,0.4,0.56,0.35,0.94,0.19,0.93,0.86,0.85,0.88,Meeting Target,2.575
1042,31R013,40.613146,-74.06915,"PK,0K,01,02,03,04,05",No,0.639,0.13,0.15,0.16,0.44,0.6,0.22,0.94,0.2,0.94,0.93,0.95,0.88,Meeting Target,2.62
1043,31R016,40.639728999999996,-74.07958199999999,"PK,0K,01,02,03,04,05",No,0.8290000000000001,0.23,0.06,0.28,0.55,0.83,0.1,0.92,0.3,0.95,0.87,0.9,0.83,Approaching Target,2.165
1044,31R018,40.636542999999996,-74.11688199999999,"PK,0K,01,02,03,04,05",No,0.851,0.06,0.04,0.43,0.46,0.89,0.05,0.92,0.34,0.89,0.81,0.84,0.83,Approaching Target,2.245
1045,31R019,40.630563,-74.126888,"0K,01,02,03,04,05",No,0.755,0.17,0.04,0.16,0.68,0.84,0.08,0.93,0.24,0.89,0.89,0.91,0.85,Approaching Target,2.445
1046,31R020,40.636739,-74.132576,"PK,0K,01,02,03,04,05",No,0.862,0.38,0.01,0.13,0.79,0.91,0.06,0.94,0.18,0.86,0.89,0.92,0.84,Meeting Target,2.24
1047,31R021,40.631307,-74.144611,"PK,0K,01,02,03,04,05",No,0.7879999999999999,0.17,0.02,0.24,0.58,0.83,0.15,0.93,0.2,0.98,0.91,0.95,0.82,Meeting Target,2.2800000000000002
1048,31R022,40.624959000000004,-74.150648,"PK,0K,01,02,03,04,05",No,0.696,0.14,0.07,0.24,0.55,0.79,0.12,0.93,0.25,0.85,0.86,0.87,0.8,Meeting Target,2.545
1049,31R023,40.570691,-74.133509,"PK,0K,01,02,03,04,05",No,0.261,0.02,0.03,0.01,0.17,0.18,0.77,0.95,0.1,0.95,0.97,0.95,0.88,Exceeding Target,3.145
1050,31R024,40.545792999999996,-74.145561,"06,07,08",No,0.254,0.02,0.03,0.01,0.12,0.13,0.83,0.94,0.15,0.9,0.9,0.82,0.73,Meeting Target,2.865
1051,31R026,40.59156,-74.190234,"0K,01,02,03,04,05",No,0.392,0.09,0.08,0.04,0.34,0.39,0.51,0.95,0.11,0.99,0.99,0.97,0.89,Approaching Target,2.76
1052,31R027,40.628284,-74.117592,"06,07,08",No,0.557,0.05,0.1,0.24,0.4,0.63,0.25,0.92,0.26,0.84,0.87,0.79,0.69,Meeting Target,2.585
1053,31R028,40.620483,-74.080771,"06,07,08,09,10,11,12",No,0.705,0.03,0.09,0.52,0.31,0.83,0.07,0.93,0.23,0.93,0.87,0.91,0.87,,2.4050000000000002
1054,31R029,40.613944000000004,-74.116236,"PK,0K,01,02,03,04,05",No,0.34700000000000003,0.03,0.16,0.09,0.22,0.3,0.52,0.95,0.1,0.94,0.95,0.97,0.97,Meeting Target,2.975
1055,31R030,40.618028,-74.133161,"0K,01,02,03,04,05",No,0.31,0.06,0.06,0.02,0.23,0.25,0.66,0.95,0.14,0.95,0.97,0.96,0.84,Meeting Target,2.9850000000000003
1056,31R031,40.641954,-74.08545699999999,"PK,0K,01,02,03,04,05",No,0.902,0.04,0.0,0.52,0.39,0.91,0.04,0.9,0.41,0.89,0.9,0.89,0.85,Meeting Target,2.1500000000000004
1057,31R032,40.555229,-74.154172,"PK,0K,01,02,03,04,05",No,0.243,0.02,0.03,0.01,0.17,0.17,0.78,0.95,0.13,0.88,0.9,0.93,0.86,Meeting Target,2.84
1058,31R034,40.507803,-74.24322099999999,"06,07,08",No,0.225,0.01,0.04,0.0,0.11,0.11,0.85,0.93,0.22,0.9,0.85,0.84,0.72,Exceeding Target,3.01
1059,31R035,40.613578000000004,-74.098959,"0K,01,02,03,04,05",No,0.319,0.03,0.06,0.09,0.24,0.32,0.57,0.94,0.14,0.99,0.96,0.99,0.87,Meeting Target,3.2249999999999996
1060,31R036,40.543238,-74.182578,"PK,0K,01,02,03,04,05",No,0.17300000000000001,0.02,0.06,0.0,0.12,0.12,0.81,0.95,0.08,0.89,0.85,0.91,0.84,Meeting Target,3.1
1061,31R038,40.574938,-74.099425,"PK,0K,01,02,03,04,05",No,0.5379999999999999,0.15,0.08,0.02,0.33,0.36,0.55,0.95,0.16,0.98,0.92,0.96,0.82,Meeting Target,2.815
1062,31R039,40.597613,-74.071405,"PK,0K,01,02,03,04,05",No,0.562,0.11,0.14,0.05,0.32,0.37,0.47,0.94,0.19,0.97,0.93,0.97,0.86,Approaching Target,2.625
1063,31R041,40.573921999999996,-74.10908,"PK,0K,01,02,03,04,05",No,0.47,0.11,0.07,0.03,0.29,0.32,0.57,0.94,0.15,0.93,0.87,0.89,0.83,Meeting Target,2.81
1064,31R042,40.552214,-74.16904,"PK,0K,01,02,03,04,05",No,0.249,0.03,0.05,0.01,0.14,0.14,0.8,0.95,0.13,0.96,0.95,0.97,0.86,Meeting Target,2.94
1065,31R044,40.631586,-74.15706800000001,"PK,0K,01,02,03,04,05",No,0.8340000000000001,0.07,0.03,0.39,0.52,0.91,0.02,0.91,0.37,0.89,0.85,0.87,0.81,Meeting Target,2.145
1066,31R045,40.628306,-74.107516,"PK,0K,01,02,03,04,05",No,0.635,0.05,0.05,0.17,0.47,0.64,0.27,0.93,0.21,0.91,0.87,0.88,0.88,Meeting Target,2.5549999999999997
1067,31R046,40.594211,-74.08052099999999,"PK,0K,01,02,03,04,05",No,0.659,0.09,0.1,0.15,0.39,0.54,0.35,0.92,0.27,0.94,0.93,0.96,0.84,Approaching Target,2.395
1068,31R048,40.602835,-74.091981,"0K,01,02,03,04,05,06,07,08",No,0.33399999999999996,0.06,0.17,0.04,0.18,0.22,0.59,0.95,0.1,0.94,0.93,0.88,0.87,Meeting Target,3.145
1069,31R049,40.620483,-74.080771,"06,07,08",No,0.745,0.1,0.11,0.35,0.41,0.76,0.12,0.91,0.3,0.81,0.8,0.82,0.68,Meeting Target,2.25
1070,31R050,40.561488,-74.124926,"PK,0K,01,02,03,04,05",No,0.23399999999999999,0.03,0.09,0.03,0.15,0.18,0.71,0.95,0.11,0.96,0.95,0.97,0.86,Exceeding Target,3.42
1071,31R051,40.623011,-74.14529499999999,"06,07,08,SE",No,0.604,0.08,0.06,0.22,0.44,0.66,0.27,0.91,0.29,0.85,0.86,0.8,0.77,Meeting Target,2.395
1072,31R052,40.582437,-74.088696,"PK,0K,01,02,03,04,05",No,0.39799999999999996,0.12,0.1,0.01,0.2,0.21,0.68,0.94,0.17,0.93,0.93,0.94,0.86,Meeting Target,2.825
1073,31R053,40.552128,-74.13738199999999,"PK,0K,01,02,03,04,05",No,0.24,0.04,0.06,0.02,0.13,0.15,0.77,0.95,0.13,0.98,0.97,0.99,0.87,Meeting Target,2.9699999999999998
1074,31R054,40.602779,-74.137628,"PK,0K,01,02,03,04,05",No,0.439,0.08,0.32,0.06,0.24,0.3,0.36,0.94,0.16,0.9,0.82,0.92,0.82,Meeting Target,2.98
1075,31R055,40.536389,-74.163422,"PK,0K,01,02,03,04,05",No,0.278,0.02,0.02,0.0,0.11,0.12,0.85,0.95,0.11,0.95,0.91,0.89,0.86,Meeting Target,2.895
1076,31R056,40.541959999999996,-74.21396700000001,"PK,0K,01,02,03,04,05",No,0.25,0.01,0.04,0.01,0.13,0.14,0.81,0.95,0.12,0.93,0.89,0.93,0.82,Exceeding Target,3.19
1077,31R057,40.611011,-74.083588,"PK,0K,01,02,03,04,05",No,0.845,0.08,0.04,0.53,0.34,0.88,0.07,0.9,0.36,0.92,0.91,0.89,0.84,Meeting Target,2.29
1078,31R058,40.583065999999995,-74.160687,"PK,0K,01,02,03,04,05",No,0.35700000000000004,0.05,0.14,0.06,0.25,0.31,0.53,0.94,0.16,0.96,0.97,0.94,0.81,Meeting Target,2.76
1079,31R060,40.610556,-74.162328,"PK,0K,01,02,03,04,05,SE",No,0.35600000000000004,0.04,0.11,0.04,0.26,0.3,0.56,0.95,0.1,0.85,0.84,0.91,0.84,Approaching Target,2.7
1080,31R061,40.634527,-74.097992,"06,07,08",No,0.7170000000000001,0.09,0.05,0.34,0.44,0.78,0.16,0.91,0.29,0.81,0.85,0.81,0.74,Meeting Target,2.385
1081,31R063,40.581969,-74.15935999999999,"06,07,08",No,0.317,0.0,0.1,0.07,0.2,0.27,0.62,0.95,0.1,0.94,0.88,0.9,0.76,Exceeding Target,3.0199999999999996
