,Unnamed: 0,Location_Code,Latitude,Longitude,Economic_Need_Index,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Black_Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_Per,Collaborative_Teachers_Per,Supportive_Environment_Per,Strong_Family_Community_Ties_Per,Total_Proficiency_Average,SA_Rating_Exceeding_Target,SA_Rating_Meeting_Target,SA_Rating_Not_Meeting_Target,Community_School_Yes,Grades
403,403,12X061,40.836359,-73.89275,0.87,0.07,0.0,0.22,0.76,0.99,0.0,0.94,0.17,0.94,0.87,0.92,0.89,2.305,0,1,0,0,"PK,0K,01,02,03,04,05"
404,404,12X066,40.831394,-73.886584,0.892,0.12,0.0,0.27,0.71,0.98,0.02,0.92,0.31,0.87,0.85,0.87,0.82,2.2,0,0,0,0,"PK,0K,01,02,03,04,05"
405,405,12X067,40.843884,-73.88431700000002,0.9079999999999999,0.07,0.01,0.25,0.74,0.99,0.0,0.91,0.38,0.87,0.84,0.85,0.8,2.245,0,1,0,0,"PK,0K,01,02,03,04,05"
406,406,12X092,40.846334999999996,-73.889323,0.9229999999999999,0.19,0.01,0.19,0.77,0.96,0.01,0.9,0.42,0.82,0.78,0.81,0.85,1.95,0,0,0,1,"PK,0K,01,02,03,04,05"
407,407,12X098,40.835821,-73.89098299999998,0.865,0.21,0.01,0.29,0.67,0.96,0.02,0.9,0.35,0.85,0.9,0.76,0.91,2.11,0,1,0,0,"06,07,08"
408,408,12X129,40.845682000000004,-73.88653199999997,0.91,0.14,0.02,0.32,0.63,0.95,0.01,0.92,0.28,0.89,0.92,0.86,0.83,2.255,1,0,0,0,"06,07,08"
409,409,12X134,40.831595,-73.894227,0.889,0.11,0.01,0.46,0.5,0.96,0.02,0.91,0.37,0.83,0.84,0.87,0.82,2.34,0,1,0,0,"PK,0K,01,02,03,04,05"
410,410,12X150,40.826198,-73.894273,0.877,0.22,0.01,0.21,0.76,0.97,0.01,0.91,0.35,0.92,0.91,0.9,0.84,2.225,0,0,0,0,"PK,0K,01,02,03,04,05"
411,411,12X190,40.836359,-73.89275,0.852,0.1,0.01,0.25,0.71,0.96,0.01,0.93,0.24,0.87,0.84,0.8,0.77,2.2350000000000003,0,1,0,0,"06,07,08"
412,412,12X195,40.830906,-73.87749699999998,0.9129999999999999,0.26,0.02,0.16,0.8,0.96,0.0,0.92,0.29,0.9,0.91,0.89,0.85,2.13,0,0,0,0,"02,03,04,05"
413,413,12X196,40.830906,-73.87749699999998,0.8590000000000001,0.29,0.01,0.18,0.78,0.95,0.01,0.93,0.27,0.82,0.74,0.79,0.76,2.3150000000000004,0,0,0,0,"02,03,04,05"
414,414,12X211,40.84385,-73.890063,0.8690000000000001,0.24,0.0,0.15,0.84,0.98,0.01,0.92,0.3,0.87,0.79,0.86,0.82,2.29,0,1,0,1,"PK,0K,01,02,03,04,05,06,07,08"
415,415,12X212,40.828715,-73.900452,0.8909999999999999,0.19,0.01,0.35,0.61,0.95,0.01,0.91,0.35,0.89,0.9,0.84,0.78,2.205,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
416,416,12X214,40.839183,-73.88028,0.867,0.1,0.02,0.25,0.7,0.95,0.01,0.91,0.33,0.85,0.89,0.82,0.78,2.3,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
417,417,12X217,40.822084000000004,-73.894038,0.87,0.21,0.03,0.28,0.67,0.96,0.01,0.9,0.38,0.79,0.77,0.71,0.82,2.045,0,0,0,1,"06,07,08"
418,418,12X242,40.831694,-73.877464,0.795,0.1,0.04,0.18,0.76,0.94,0.01,0.94,0.22,0.82,0.87,0.89,0.74,2.335,0,1,0,0,"06,07,08,SE"
419,419,12X267,40.827387,-73.900529,0.835,0.12,0.02,0.21,0.77,0.98,0.0,0.94,0.13,0.93,0.97,0.91,0.87,2.335,1,0,0,0,"06,07,08,09,10,11,12"
420,420,12X271,40.83683900000001,-73.887671,0.853,0.11,0.01,0.26,0.72,0.98,0.01,0.87,0.48,0.85,0.91,0.84,0.75,2.1950000000000003,0,1,0,1,"06,07,08,09,10,11,12"
421,421,12X273,40.848711,-73.888912,0.823,0.08,0.01,0.3,0.67,0.97,0.01,0.9,0.37,0.81,0.92,0.8,0.78,2.22,0,0,0,0,"06,07,08"
422,422,12X286,40.831394,-73.886584,0.843,0.16,0.01,0.26,0.71,0.97,0.01,0.92,0.2,0.89,0.94,0.86,0.8,2.2,0,1,0,1,"06,07,08,SE"
423,423,12X300,40.84624,-73.887388,0.917,0.14,0.0,0.39,0.59,0.98,0.01,0.89,0.46,0.93,0.94,0.91,0.88,2.165,0,0,0,0,"PK,0K,01,02,03,04,05"
424,424,12X316,40.845682000000004,-73.88653199999997,0.841,0.09,0.02,0.3,0.65,0.95,0.02,0.94,0.19,0.92,0.93,0.86,0.8,2.475,0,1,0,0,"06,07,08"
425,425,12X318,40.84385,-73.890063,0.878,0.19,0.01,0.27,0.7,0.97,0.02,0.88,0.38,0.85,0.79,0.83,0.79,2.155,0,1,0,0,"06,07,08"
426,426,12X341,40.842605,-73.890915,0.903,0.18,0.02,0.25,0.69,0.95,0.03,0.88,0.4,0.85,0.91,0.83,0.8,2.135,0,1,0,0,"06,07,08"
427,427,12X372,40.843884,-73.88431700000002,0.809,0.11,0.01,0.27,0.69,0.96,0.02,0.87,0.42,0.9,0.76,0.83,0.78,2.255,0,1,0,0,"06,07,08,09,10,11,12"
428,428,12X383,40.839183,-73.88028,0.8390000000000001,0.21,0.04,0.25,0.64,0.89,0.02,0.9,0.37,0.76,0.84,0.82,0.83,2.2750000000000004,0,1,0,0,"06,07,08"
429,429,12X384,40.822084000000004,-73.894038,0.868,0.33,0.02,0.16,0.8,0.96,0.01,0.92,0.23,0.74,0.73,0.8,0.77,2.005,0,0,0,1,"06,07,08"
430,430,12X463,40.828715,-73.900452,0.915,0.16,0.01,0.47,0.52,0.99,0.01,0.92,0.33,0.96,0.91,0.89,0.87,2.115,0,1,0,1,"PK,0K,01,02,03,04,05"
431,431,12X531,40.838212,-73.866026,0.848,0.21,0.11,0.26,0.59,0.85,0.02,0.93,0.24,0.88,0.89,0.87,0.83,2.17,0,0,0,0,"PK,0K,01,02,03,04,05"
432,432,12X536,40.838212,-73.866026,0.853,0.21,0.06,0.2,0.71,0.91,0.02,0.91,0.36,0.97,0.93,0.96,0.83,2.3,0,1,0,0,"PK,0K,01,02,03,04,05"
433,433,12X691,40.838212,-73.866026,0.7979999999999999,0.13,0.09,0.18,0.69,0.87,0.02,0.92,0.31,0.87,0.78,0.84,0.82,2.33,0,1,0,0,"PK,0K,01,02,03,04,05"
434,434,13K003,40.682307,-73.955241,0.8190000000000001,0.11,0.11,0.7,0.12,0.83,0.02,0.92,0.33,0.9,0.86,0.92,0.87,2.47,0,1,0,0,"PK,0K,01,02,03,04,05"
435,435,13K008,40.70072800000001,-73.992805,0.179,0.02,0.06,0.14,0.11,0.25,0.61,0.96,0.08,0.91,0.93,0.84,0.92,3.18,0,1,0,0,"PK,0K,01,02,03,04,05,07,08"
436,436,13K009,40.678584,-73.96634,0.4370000000000001,0.04,0.07,0.45,0.14,0.59,0.28,0.94,0.18,0.92,0.94,0.96,0.94,2.835,0,1,0,0,"PK,0K,01,02,03,04,05"
437,437,13K011,40.685623,-73.965851,0.483,0.02,0.03,0.68,0.11,0.79,0.12,0.94,0.16,0.92,0.89,0.95,0.9,3.035,1,0,0,0,"PK,0K,01,02,03,04,05"
438,438,13K020,40.691059,-73.971016,0.6409999999999999,0.03,0.03,0.54,0.21,0.75,0.16,0.91,0.32,0.91,0.95,0.92,0.92,2.465,0,1,0,0,"PK,0K,01,02,03,04,05"
439,439,13K044,40.686208,-73.940924,0.872,0.06,0.03,0.83,0.11,0.93,0.02,0.9,0.37,0.88,0.87,0.8,0.85,2.29,0,1,0,0,"PK,0K,01,02,03,04,05"
440,440,13K046,40.694425,-73.971627,0.88,0.14,0.01,0.5,0.45,0.95,0.02,0.89,0.44,0.92,0.95,0.93,0.83,2.295,0,1,0,0,"PK,0K,01,02,03,04,05"
441,441,13K054,40.692696999999995,-73.952501,0.853,0.14,0.04,0.57,0.37,0.93,0.0,0.9,0.42,0.93,0.92,0.87,0.9,2.065,0,0,0,0,"PK,0K,01,02,03,04,05"
442,442,13K056,40.684336,-73.960549,0.7859999999999999,0.03,0.05,0.8,0.1,0.9,0.05,0.92,0.32,0.93,0.95,0.95,0.9,2.68,1,0,0,0,"PK,0K,01,02,03,04,05"
443,443,13K067,40.695143,-73.977889,0.938,0.08,0.08,0.54,0.35,0.88,0.01,0.91,0.36,0.94,0.89,0.91,0.87,2.12,0,1,0,1,"PK,0K,01,02,03,04,05"
444,444,13K093,40.678907,-73.9465,0.8420000000000001,0.1,0.22,0.7,0.03,0.73,0.04,0.89,0.39,0.9,0.87,0.81,0.85,2.34,0,0,0,0,"PK,0K,01,02,03,04,05"
445,445,13K113,40.688432,-73.97116899999997,0.797,0.03,0.04,0.75,0.18,0.93,0.02,0.92,0.28,0.81,0.79,0.83,0.76,2.26,0,0,0,0,"06,07,08"
446,446,13K133,40.680088,-73.980577,0.447,0.04,0.03,0.27,0.32,0.59,0.31,0.94,0.16,0.98,0.97,0.93,0.92,2.475,0,0,0,0,"PK,0K,01,02,03,04,05"
447,447,13K256,40.690482,-73.94971,0.882,0.09,0.02,0.69,0.27,0.96,0.02,0.88,0.51,0.91,0.9,0.92,0.85,2.4450000000000003,0,1,0,0,"PK,0K,01,02,03,04,05"
448,448,13K265,40.697012,-73.97604399999999,0.782,0.05,0.02,0.73,0.23,0.96,0.0,0.91,0.36,0.86,0.85,0.81,0.79,2.16,0,1,0,0,"06,07,08,09,10,11,12"
449,449,13K266,40.678907,-73.9465,0.6890000000000001,0.02,0.01,0.78,0.19,0.98,0.01,0.91,0.33,0.84,0.88,0.75,0.85,2.165,0,0,0,0,"06,07,08"
450,450,13K270,40.689626000000004,-73.96109399999997,0.8859999999999999,0.09,0.04,0.68,0.24,0.93,0.01,0.89,0.44,0.82,0.8,0.84,0.82,2.1900000000000004,0,1,0,0,"PK,0K,01,02,03,04,05"
451,451,13K282,40.676626,-73.977783,0.555,0.04,0.03,0.59,0.25,0.85,0.09,0.92,0.26,0.89,0.78,0.82,0.89,2.515,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08,SE"
452,452,13K287,40.697860999999996,-73.981047,0.902,0.03,0.05,0.7,0.22,0.91,0.01,0.88,0.52,0.94,0.88,0.94,0.77,2.12,0,0,0,0,"PK,0K,01,02,03,04,05"
453,453,13K301,40.685945000000004,-73.94530300000002,0.856,0.18,0.17,0.65,0.14,0.78,0.02,0.88,0.47,0.89,0.86,0.84,0.79,2.065,0,0,0,1,"06,07,08"
454,454,13K305,40.685945000000004,-73.94530300000002,0.8340000000000001,0.08,0.04,0.76,0.11,0.87,0.04,0.89,0.44,0.79,0.8,0.86,0.79,2.015,0,0,0,0,"PK,0K,01,02,03,04,05"
455,455,13K307,40.701781,-73.981587,0.8490000000000001,0.03,0.04,0.57,0.29,0.86,0.08,0.91,0.32,0.95,0.93,0.92,0.89,2.28,0,1,0,0,"PK,0K,01,02,03,04,05"
456,456,13K313,40.701781,-73.981587,0.8590000000000001,0.08,0.04,0.42,0.52,0.94,0.0,0.87,0.47,0.91,0.87,0.88,0.84,2.22,0,1,0,0,"06,07,08"
457,457,13K351,40.684336,-73.960549,0.78,0.16,0.15,0.68,0.14,0.82,0.03,0.9,0.37,0.75,0.88,0.68,0.86,2.14,0,0,0,0,"06,07,08"
458,458,13K492,40.691059,-73.971016,0.363,0.01,0.07,0.39,0.17,0.57,0.31,0.95,0.1,0.94,0.96,0.9,0.91,2.825,0,1,0,0,"06,07,08"
459,459,13K527,40.694639,-73.98830699999998,0.695,0.05,0.05,0.71,0.14,0.86,0.08,0.91,0.28,0.84,0.89,0.82,0.73,2.275,0,0,0,0,"06,07,08,09,10,11,12"
460,460,13K691,40.694425,-73.971627,0.701,0.07,0.02,0.65,0.28,0.93,0.04,0.93,0.22,0.74,0.78,0.76,0.82,2.19,0,0,0,0,"06,07,08"
461,461,14K016,40.70591500000001,-73.962068,0.904,0.09,0.01,0.27,0.67,0.94,0.02,0.92,0.26,0.95,0.95,0.98,0.88,2.335,0,1,0,0,"PK,0K,01,02,03,04,05"
462,462,14K017,40.715274,-73.95705699999998,0.725,0.13,0.02,0.07,0.8,0.87,0.11,0.93,0.22,0.93,0.9,0.97,0.86,2.5650000000000004,1,0,0,0,"PK,0K,01,02,03,04,05"
463,463,14K018,40.710654999999996,-73.946565,0.8009999999999999,0.18,0.02,0.16,0.8,0.96,0.01,0.92,0.31,0.95,0.97,0.97,0.83,2.305,0,0,0,0,"PK,0K,01,02,03,04,05"
464,464,14K023,40.694156,-73.94779,0.914,0.12,0.01,0.48,0.46,0.95,0.03,0.89,0.42,0.98,0.97,0.98,0.89,2.26,0,1,0,0,"PK,0K,01,02,03,04,05"
465,465,14K031,40.726988,-73.954188,0.514,0.07,0.08,0.05,0.43,0.48,0.42,0.95,0.12,0.96,0.91,0.96,0.85,3.255,1,0,0,0,"PK,0K,01,02,03,04,05"
466,466,14K034,40.726392,-73.94984000000002,0.35,0.13,0.04,0.04,0.19,0.23,0.73,0.94,0.15,0.96,0.94,0.93,0.87,3.125,0,1,0,0,"PK,0K,01,02,03,04,05"
467,467,14K050,40.711863,-73.960049,0.8220000000000001,0.21,0.01,0.14,0.82,0.96,0.03,0.89,0.4,0.82,0.8,0.81,0.78,2.12,0,1,0,1,"06,07,08"
468,468,14K059,40.697703999999995,-73.943342,0.9209999999999999,0.14,0.01,0.45,0.5,0.95,0.02,0.89,0.42,0.92,0.96,0.91,0.84,2.225,0,1,0,0,"PK,0K,01,02,03,04,05"
469,469,14K071,40.703878,-73.95347199999998,0.868,0.22,0.01,0.15,0.78,0.93,0.05,0.9,0.35,0.88,0.92,0.82,0.77,2.025,0,0,0,1,"06,07,08,09,10,11,12"
470,470,14K084,40.714822,-73.963516,0.5770000000000001,0.17,0.03,0.03,0.62,0.65,0.27,0.93,0.23,0.93,0.93,0.92,0.89,2.4400000000000004,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
471,471,14K110,40.72367,-73.941985,0.40399999999999997,0.1,0.05,0.06,0.23,0.28,0.64,0.95,0.12,0.98,0.96,0.95,0.89,2.7300000000000004,0,0,0,0,"PK,0K,01,02,03,04,05"
472,472,14K120,40.700657,-73.93769300000002,0.871,0.15,0.02,0.17,0.8,0.96,0.01,0.94,0.2,0.97,0.98,0.99,0.87,2.38,0,1,0,0,"PK,0K,01,02,03,04,05"
473,473,14K126,40.719769,-73.947968,0.777,0.12,0.02,0.22,0.63,0.84,0.12,0.92,0.26,0.87,0.77,0.86,0.82,2.2350000000000003,0,1,0,1,"06,07,08"
474,474,14K132,40.714793,-73.945708,0.516,0.1,0.07,0.16,0.42,0.58,0.33,0.94,0.17,0.86,0.86,0.91,0.89,3.085,0,1,0,0,"PK,0K,01,02,03,04,05,SE"
475,475,14K147,40.705023,-73.938707,0.8490000000000001,0.08,0.03,0.23,0.65,0.88,0.06,0.92,0.3,0.94,0.98,0.95,0.89,2.325,0,1,0,0,"PK,0K,01,02,03,04,05"
476,476,14K157,40.695397,-73.96000500000002,0.8590000000000001,0.19,0.0,0.17,0.81,0.98,0.02,0.93,0.23,0.94,0.91,0.93,0.86,2.2,0,1,0,0,"PK,0K,01,02,03,04,05"
477,477,14K196,40.708781,-73.93952900000002,0.812,0.1,0.01,0.18,0.78,0.96,0.02,0.93,0.25,0.95,0.96,0.95,0.87,2.55,1,0,0,0,"PK,0K,01,02,03,04,05"
478,478,14K250,40.70674,-73.94566400000002,0.782,0.13,0.14,0.12,0.73,0.84,0.02,0.94,0.22,0.94,0.87,0.9,0.84,2.485,0,0,0,0,"PK,0K,01,02,03,04,05"
479,479,14K257,40.702805,-73.941486,0.826,0.12,0.01,0.21,0.76,0.97,0.02,0.94,0.18,0.95,1.0,0.99,0.92,2.765,1,0,0,0,"PK,0K,01,02,03,04,05"
480,480,14K297,40.697435999999996,-73.947854,0.9159999999999999,0.08,0.01,0.44,0.51,0.95,0.01,0.89,0.43,0.85,0.88,0.88,0.9,2.2750000000000004,0,0,0,0,"PK,0K,01,02,03,04,05"
481,481,14K318,40.703215,-73.948503,0.6779999999999999,0.05,0.07,0.18,0.62,0.8,0.13,0.95,0.14,0.87,0.91,0.87,0.78,2.61,0,1,0,0,"06,07,08"
482,482,14K380,40.701894,-73.953459,0.8140000000000001,0.22,0.01,0.19,0.74,0.92,0.07,0.94,0.19,0.88,0.89,0.94,0.84,2.695,0,1,0,0,"PK,0K,01,02,03,04,05"
483,483,14K414,40.709823,-73.954488,0.6459999999999999,0.08,0.02,0.03,0.67,0.7,0.26,0.95,0.13,0.84,0.92,0.91,0.93,2.42,0,1,0,0,"0K,01,02,03,04,05"
484,484,14K577,40.715274,-73.95705699999998,0.551,0.03,0.03,0.03,0.59,0.62,0.35,0.95,0.16,0.92,0.91,0.88,0.78,2.725,0,0,0,0,"06,07,08"
485,485,14K582,40.708781,-73.93952900000002,0.825,0.11,0.0,0.23,0.72,0.95,0.03,0.92,0.29,0.97,0.96,0.93,0.84,2.265,0,1,0,0,"06,07,08"
486,486,14K586,40.709765000000004,-73.944519,0.843,0.11,0.01,0.4,0.56,0.97,0.01,0.88,0.39,0.85,0.95,0.84,0.84,2.0,0,0,0,0,"06,07,08,09,10,11,12"
487,487,14K614,40.705023,-73.938707,0.68,0.04,0.04,0.58,0.33,0.91,0.02,0.92,0.26,0.84,0.88,0.85,0.81,2.48,0,1,0,0,"06,07,08,09,10,11,12"
488,488,15K001,40.648687,-74.011252,0.8290000000000001,0.43,0.06,0.01,0.88,0.89,0.04,0.95,0.13,0.84,0.79,0.88,0.83,2.475,0,1,0,0,"PK,0K,01,02,03,04,05"
489,489,15K010,40.660884,-73.98594,0.33399999999999996,0.05,0.07,0.08,0.31,0.39,0.49,0.96,0.07,0.92,0.87,0.96,0.93,3.14,1,0,0,0,"PK,0K,01,02,03,04,05"
490,490,15K015,40.677069,-74.01185100000002,0.809,0.06,0.02,0.3,0.51,0.81,0.13,0.92,0.32,0.9,0.94,0.9,0.88,2.51,0,1,0,0,"PK,0K,01,02,03,04,05"
491,491,15K024,40.652817999999996,-74.004496,0.799,0.46,0.05,0.0,0.91,0.91,0.04,0.96,0.1,0.81,0.83,0.85,0.83,2.2750000000000004,0,0,0,0,"PK,0K,01,02,03,04,05"
492,492,15K029,40.686935,-73.99771,0.094,0.03,0.05,0.04,0.11,0.15,0.74,0.96,0.05,0.92,0.96,0.97,0.96,3.45,0,1,0,0,"PK,0K,01,02,03,04,05"
493,493,15K032,40.680431,-73.991704,0.491,0.03,0.08,0.22,0.26,0.48,0.41,0.94,0.15,0.88,0.93,0.92,0.93,2.9450000000000003,0,1,0,0,"PK,0K,01,02,03,04,05"
494,494,15K038,40.684964,-73.982824,0.64,0.05,0.13,0.37,0.26,0.63,0.21,0.93,0.25,0.93,0.93,0.93,0.93,2.635,1,0,0,0,"PK,0K,01,02,03,04,05"
495,495,15K039,40.668665999999995,-73.982912,0.174,0.04,0.07,0.06,0.09,0.15,0.76,0.96,0.05,0.87,0.8,0.89,0.92,3.375,0,1,0,0,"PK,0K,01,02,03,04,05"
496,496,15K051,40.67218,-73.984625,0.248,0.02,0.12,0.1,0.19,0.29,0.57,0.97,0.03,0.87,0.88,0.89,0.74,3.495,1,0,0,0,"06,07,08"
497,497,15K058,40.68043,-73.99566,0.135,0.05,0.04,0.03,0.12,0.15,0.72,0.96,0.05,0.91,0.94,0.97,0.95,3.3550000000000004,0,1,0,0,"PK,0K,01,02,03,04,05"
498,498,15K088,40.660494,-73.9883,0.7190000000000001,0.12,0.18,0.11,0.6,0.71,0.1,0.95,0.13,0.89,0.87,0.86,0.78,2.625,1,0,0,0,"06,07,08"
499,499,15K094,40.643673,-74.00871500000002,0.852,0.55,0.61,0.01,0.37,0.37,0.01,0.97,0.07,0.9,0.83,0.91,0.81,2.545,0,0,0,0,"0K,01,02,03,04,05"
500,500,15K107,40.663015,-73.981125,0.092,0.01,0.07,0.04,0.1,0.14,0.77,0.96,0.03,0.98,0.91,0.95,0.92,3.475,0,1,0,0,"PK,0K,01,02,03,04,05"
501,501,15K124,40.667491999999996,-73.990697,0.647,0.18,0.22,0.06,0.51,0.57,0.18,0.94,0.15,0.9,0.8,0.95,0.83,2.6,0,1,0,0,"PK,0K,01,02,03,04,05"
502,502,15K130,40.64895900000001,-73.975848,0.536,0.15,0.2,0.07,0.27,0.34,0.4,0.96,0.09,0.92,0.87,0.93,0.86,2.765,0,1,0,0,"PK,0K,01,02,03,04,05"
503,503,15K131,40.640784000000004,-73.993347,0.7979999999999999,0.43,0.34,0.01,0.55,0.56,0.09,0.95,0.12,0.94,0.96,0.97,0.83,2.785,1,0,0,0,"PK,0K,01,02,03,04,05"
504,504,15K136,40.652095,-74.007424,0.809,0.36,0.06,0.03,0.84,0.87,0.07,0.94,0.19,0.91,0.94,0.89,0.83,2.16,0,1,0,0,"06,07,08"
505,505,15K146,40.679432,-74.00194300000003,0.35100000000000003,0.02,0.05,0.2,0.22,0.42,0.44,0.95,0.12,0.97,0.99,0.95,0.95,2.96,0,1,0,0,"PK,0K,01,02,03,04,05"
506,506,15K154,40.657119,-73.97604799999998,0.23199999999999998,0.05,0.06,0.03,0.19,0.22,0.64,0.96,0.07,0.88,0.93,0.99,0.94,3.28,0,1,0,0,"PK,0K,01,02,03,04,05"
507,507,15K169,40.645814,-74.00170200000002,0.8220000000000001,0.46,0.53,0.01,0.41,0.42,0.04,0.97,0.08,0.82,0.73,0.87,0.8,2.78,0,1,0,0,"0K,01,02,03,04,05"
508,508,15K172,40.657598,-74.00009399999998,0.715,0.25,0.06,0.04,0.77,0.81,0.13,0.96,0.09,0.97,0.95,0.97,0.88,3.63,1,0,0,0,"PK,0K,01,02,03,04,05"
509,509,15K230,40.645317999999996,-73.980292,0.723,0.31,0.47,0.01,0.32,0.33,0.18,0.96,0.11,0.92,0.97,0.97,0.87,2.83,0,1,0,0,"PK,0K,01,02,03,04,05"
510,510,15K261,40.68712100000001,-73.988365,0.39399999999999996,0.05,0.05,0.29,0.22,0.51,0.39,0.94,0.15,0.88,0.84,0.91,0.94,3.135,0,1,0,0,"PK,0K,01,02,03,04,05"
511,511,15K295,40.660969,-73.989018,0.55,0.16,0.11,0.06,0.47,0.52,0.32,0.95,0.1,0.91,0.96,0.95,0.9,2.87,0,1,0,0,"PK,0K,01,02,03,04,05"
512,512,15K321,40.671669,-73.97834,0.09699999999999999,0.02,0.07,0.04,0.08,0.12,0.75,0.97,0.03,0.96,0.96,0.98,0.94,3.495,0,1,0,0,"PK,0K,01,02,03,04,05"
513,513,15K429,40.68515900000001,-73.993634,0.7490000000000001,0.07,0.03,0.54,0.39,0.93,0.04,0.88,0.52,0.79,0.73,0.78,0.69,2.12,0,1,0,0,"06,07,08,09,10,11,12"
514,514,15K442,40.680431,-73.991704,0.684,0.07,0.06,0.26,0.47,0.73,0.19,0.92,0.27,0.84,0.9,0.85,0.82,2.33,1,0,0,0,"06,07,08"
515,515,15K443,40.660969,-73.989018,0.381,0.01,0.06,0.13,0.35,0.48,0.45,0.95,0.1,0.93,0.94,0.86,0.83,3.105,1,0,0,0,"06,07,08"
516,516,15K447,40.683834999999995,-73.980355,0.244,0.0,0.08,0.17,0.2,0.37,0.52,0.96,0.07,0.87,0.92,0.87,0.88,3.51,1,0,0,0,"06,07,08"
517,517,15K448,40.679432,-74.00194300000003,0.635,0.07,0.03,0.4,0.45,0.85,0.1,0.94,0.17,0.85,0.91,0.85,0.81,2.265,0,0,0,0,"06,07,08,09,10,11,12"
518,518,15K464,40.669302,-73.97867,0.652,0.09,0.07,0.39,0.36,0.75,0.14,0.94,0.2,0.91,0.93,0.83,0.79,2.44,0,1,0,0,"06,07,08,09,10,11,12"
519,519,15K497,40.68515900000001,-73.993634,0.71,0.11,0.05,0.43,0.34,0.77,0.16,0.95,0.13,0.83,0.85,0.73,0.71,2.075,0,0,0,0,"06,07,08,09,10,11,12"
520,520,15K676,40.677847,-74.004818,0.9329999999999999,0.09,0.01,0.49,0.45,0.94,0.03,0.89,0.41,0.84,0.82,0.85,0.8,2.255,0,1,0,0,"PK,0K,01,02,03,04,05"
521,521,15K821,40.652095,-74.007424,0.807,0.15,0.19,0.01,0.75,0.76,0.04,0.96,0.09,0.78,0.84,0.84,0.71,2.785,1,0,0,0,"06,07,08"
522,522,16K005,40.685603,-73.923212,0.877,0.06,0.0,0.81,0.14,0.95,0.03,0.91,0.39,0.96,0.91,0.88,0.86,2.07,0,0,0,0,"PK,0K,01,02,03,04,05"
523,523,16K021,40.680440999999995,-73.92635,0.7809999999999999,0.01,0.01,0.89,0.08,0.97,0.02,0.92,0.29,0.92,0.88,0.9,0.87,2.51,0,1,0,0,"PK,0K,01,02,03,04,05"
524,524,16K025,40.691477,-73.940691,0.867,0.06,0.04,0.65,0.28,0.93,0.01,0.91,0.39,0.88,0.89,0.9,0.87,2.255,0,1,0,0,"PK,0K,01,02,03,04,05"
525,525,16K026,40.691976000000004,-73.931488,0.887,0.06,0.01,0.72,0.25,0.98,0.01,0.9,0.39,0.89,0.91,0.87,0.84,2.5,0,1,0,0,"PK,0K,01,02,03,04,05"
526,526,16K028,40.678160999999996,-73.92021899999997,0.862,0.1,0.01,0.83,0.11,0.94,0.05,0.91,0.36,0.9,0.89,0.91,0.88,2.14,0,0,0,0,"PK,0K,01,02,03,04,05"
527,527,16K035,40.681708,-73.935722,0.7509999999999999,0.01,0.01,0.85,0.14,0.98,0.0,0.92,0.28,0.97,0.97,0.93,0.94,2.4000000000000004,1,0,0,0,"06,07,08"
528,528,16K040,40.680202,-73.921465,0.905,0.06,0.03,0.76,0.17,0.93,0.02,0.92,0.34,0.95,0.93,0.91,0.83,2.1900000000000004,0,1,0,0,"PK,0K,01,02,03,04,05"
529,529,16K057,40.69139600000001,-73.93314000000002,0.884,0.03,0.0,0.66,0.32,0.98,0.01,0.9,0.36,0.95,0.99,0.92,0.86,2.33,1,0,0,0,"06,07,08"
530,530,16K081,40.69292700000001,-73.934795,0.892,0.08,0.03,0.56,0.38,0.94,0.0,0.9,0.36,0.93,0.94,0.88,0.86,2.31,0,1,0,0,"PK,0K,01,02,03,04,05"
531,531,16K243,40.675732,-73.935082,0.8809999999999999,0.02,0.04,0.7,0.22,0.92,0.0,0.9,0.4,0.87,0.79,0.88,0.8,2.325,0,1,0,0,"PK,0K,01,02,03,04,05"
532,532,16K262,40.683054999999996,-73.929959,0.8270000000000001,0.04,0.01,0.84,0.14,0.97,0.02,0.92,0.32,0.92,0.95,0.9,0.86,2.48,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
533,533,16K267,40.687938,-73.932378,0.826,0.1,0.02,0.63,0.25,0.87,0.03,0.86,0.46,0.97,0.93,0.86,0.8,2.425,1,0,0,0,"06,07,08"
534,534,16K308,40.688447,-73.935295,0.828,0.05,0.02,0.78,0.19,0.96,0.0,0.89,0.44,0.87,0.86,0.86,0.83,2.14,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
535,535,16K309,40.688119,-73.924441,0.884,0.08,0.05,0.62,0.31,0.93,0.01,0.92,0.28,0.88,0.8,0.89,0.82,2.1900000000000004,0,1,0,0,"PK,0K,01,02,03,04,05"
536,536,16K335,40.674464,-73.928381,0.878,0.04,0.0,0.8,0.18,0.98,0.02,0.9,0.35,0.87,0.93,0.91,0.85,2.34,1,0,0,1,"PK,0K,01,02,03,04,05"
