,Location Code,District,Latitude,Longitude,Zip,Grades,Community School?,Economic Need Index,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Strong Family-Community Ties %,Student Achievement Rating,Total Proficiency,Grade_cats,SA_Rating_Approaching Target,SA_Rating_Exceeding Target,SA_Rating_Meeting Target,SA_Rating_Not Meeting Target,Community_School_Yes
960,29Q015,29,40.685998,-73.756807,11413,"0K,01,02,03,04,05",No,0.5429999999999999,0.02,0.01,0.94,0.05,0.99,0.0,0.22,0.96,0.88,0.9,0.89,Meeting Target,5.23,Elem_Middle,0,0,1,0,0
961,29Q033,29,40.727164,-73.73409000000001,11428,"0K,01,02,03,04,05",No,0.509,0.15,0.46,0.17,0.26,0.43,0.04,0.16,0.95,0.94,0.97,0.85,Approaching Target,5.35,Elem_Middle,1,0,0,0,0
962,29Q034,29,40.71089,-73.737967,11428,"PK,0K,01,02,03,04,05",No,0.536,0.1,0.08,0.74,0.16,0.89,0.01,0.16,0.94,0.85,0.93,0.81,Meeting Target,5.17,Elem_Middle,0,0,1,0,0
963,29Q035,29,40.713433,-73.76888100000001,11423,"PK,0K,01,02,03,04,05",No,0.625,0.14,0.24,0.35,0.29,0.64,0.04,0.24,0.95,0.9,0.96,0.85,Meeting Target,5.15,Elem_Middle,0,0,1,0,0
964,29Q036,29,40.690773,-73.763989,11412,"0K,01,02,03,04,05",No,0.614,0.03,0.0,0.88,0.09,0.97,0.0,0.25,0.94,0.89,0.91,0.85,Meeting Target,4.99,Elem_Middle,0,0,1,0,0
965,29Q037,29,40.676251,-73.758597,11434,"PK,0K,01,02,03,04,05",No,0.647,0.03,0.02,0.9,0.07,0.97,0.0,0.21,0.9,0.87,0.85,0.86,Approaching Target,4.98,Elem_Middle,1,0,0,0,0
966,29Q038,29,40.671631,-73.733976,11422,"0K,01,02,03,04,05",No,0.46,0.02,0.01,0.89,0.06,0.96,0.02,0.17,0.88,0.89,0.86,0.9,Meeting Target,5.04,Elem_Middle,0,0,1,0,0
967,29Q052,29,40.661251,-73.76692299999999,11434,"PK,0K,01,02,03,04,05",No,0.691,0.05,0.01,0.86,0.1,0.96,0.01,0.33,0.93,0.9,0.87,0.87,Meeting Target,4.8,Elem_Middle,0,0,1,0,0
968,29Q059,29,40.681888,-73.75304399999999,11413,"06,07,08",No,0.46799999999999997,0.02,0.01,0.91,0.05,0.96,0.01,0.2,0.94,0.87,0.81,0.78,Approaching Target,4.68,Elem_Middle,1,0,0,0,0
969,29Q095,29,40.710718,-73.783055,11432,"0K,01,02,03,04,05",No,0.721,0.24,0.39,0.11,0.43,0.54,0.02,0.23,0.95,0.92,0.96,0.87,Exceeding Target,5.58,Elem_Middle,0,1,0,0,0
970,29Q109,29,40.720411999999996,-73.746572,11428,"06,07,08",No,0.435,0.1,0.33,0.4,0.21,0.61,0.04,0.16,0.89,0.86,0.78,0.72,Meeting Target,5.08,Elem_Middle,0,0,1,0,0
971,29Q116,29,40.700759999999995,-73.78191600000001,11433,"PK,0K,01,02,03,04,05,06,07,08",No,0.748,0.11,0.05,0.6,0.32,0.92,0.02,0.38,0.86,0.83,0.8,0.85,Approaching Target,4.5,Elem_Middle,1,0,0,0,0
972,29Q118,29,40.703441999999995,-73.765375,11423,"PK,0K,01,02,03,04,05",No,0.616,0.04,0.03,0.82,0.12,0.94,0.0,0.27,0.94,0.87,0.93,0.83,Approaching Target,4.86,Elem_Middle,1,0,0,0,0
973,29Q131,29,40.716997,-73.793918,11432,"0K,01,02,03,04,05,SE",No,0.5720000000000001,0.21,0.74,0.08,0.12,0.2,0.04,0.1,0.89,0.91,0.96,0.81,Exceeding Target,6.33,Elem_Middle,0,1,0,0,0
974,29Q132,29,40.681992,-73.749505,11413,"PK,0K,01,02,03,04,05",No,0.639,0.0,0.01,0.93,0.04,0.97,0.01,0.16,0.93,0.96,0.94,0.88,Meeting Target,5.41,Elem_Middle,0,0,1,0,0
975,29Q134,29,40.70796,-73.755348,11423,"PK,0K,01,02,03,04,05",No,0.5660000000000001,0.1,0.03,0.86,0.09,0.95,0.01,0.32,0.86,0.78,0.79,0.85,Meeting Target,4.72,Elem_Middle,0,0,1,0,0
976,29Q135,29,40.72012,-73.757425,11427,"0K,01,02,03,04,05",No,0.514,0.11,0.37,0.29,0.19,0.49,0.03,0.17,0.81,0.69,0.81,0.79,Meeting Target,5.41,Elem_Middle,0,0,1,0,0
977,29Q136,29,40.698935999999996,-73.752691,11412,"PK,0K,01,02,03,04,05",No,0.589,0.03,0.01,0.9,0.06,0.96,0.01,0.21,0.94,0.84,0.92,0.83,Meeting Target,4.8100000000000005,Elem_Middle,0,0,1,0,0
978,29Q138,29,40.659983000000004,-73.734434,11422,"PK,0K,01,02,03,04,05,06,07,08",No,0.545,0.04,0.03,0.84,0.08,0.92,0.02,0.19,0.86,0.86,0.79,0.81,Approaching Target,4.43,Elem_Middle,1,0,0,0,0
979,29Q147,29,40.698026,-73.740151,11411,"PK,0K,01,02,03,04,05,06,07,08",No,0.48,0.03,0.01,0.95,0.02,0.97,0.01,0.3,0.85,0.72,0.9,0.72,Approaching Target,4.7,Elem_Middle,1,0,0,0,0
980,29Q156,29,40.672087,-73.743438,11413,"0K,01,02,03,04,05",No,0.57,0.04,0.02,0.9,0.06,0.97,0.0,0.32,0.91,0.92,0.82,0.82,Approaching Target,4.63,Elem_Middle,1,0,0,0,0
981,29Q176,29,40.684870000000004,-73.729678,11411,"PK,0K,01,02,03,04,05",No,0.38,0.01,0.05,0.81,0.03,0.85,0.0,0.09,0.96,0.94,0.94,0.87,Meeting Target,5.93,Elem_Middle,0,0,1,0,0
982,29Q181,29,40.656203000000005,-73.753128,11413,"PK,0K,01,02,03,04,05",No,0.5429999999999999,0.03,0.02,0.86,0.08,0.94,0.01,0.25,0.84,0.84,0.89,0.86,Approaching Target,4.85,Elem_Middle,1,0,0,0,0
983,29Q192,29,40.706768,-73.753793,11412,"06,07,08",No,0.48700000000000004,0.05,0.03,0.86,0.08,0.95,0.01,0.14,0.92,0.95,0.92,0.98,Meeting Target,4.449999999999999,Elem_Middle,0,0,1,0,0
984,29Q195,29,40.652625,-73.73520500000001,11422,"PK,0K,01,02,03,04,05",No,0.515,0.02,0.01,0.92,0.05,0.97,0.01,0.19,0.93,0.94,0.93,0.97,Approaching Target,4.61,Elem_Middle,1,0,0,0,0
985,29Q208,26,40.744184000000004,-73.727581,11426,"0K,01,02,03,04,05,06,07,08",No,0.302,0.01,0.09,0.75,0.13,0.87,0.01,0.06,0.94,0.93,0.88,0.83,Meeting Target,5.779999999999999,Elem_Middle,0,0,1,0,0
986,29Q238,29,40.712771999999994,-73.780173,11423,"06,07,08",No,0.609,0.15,0.27,0.39,0.28,0.67,0.02,0.21,0.81,0.79,0.8,0.73,Approaching Target,4.67,Elem_Middle,1,0,0,0,0
988,29Q259,29,40.706768,-73.753793,11412,"06,07,08,09,10,11,12",No,0.396,0.03,0.04,0.88,0.06,0.94,0.01,0.1,0.86,0.83,0.84,0.75,Approaching Target,4.78,with_high,1,0,0,0,0
989,29Q268,29,40.707652,-73.785219,11433,"0K,01,02,03,04,05,06,07,08",No,0.65,0.08,0.27,0.34,0.27,0.61,0.02,0.16,0.91,0.83,0.88,0.78,Meeting Target,5.4,Elem_Middle,0,0,1,0,0
990,29Q270,29,40.674937,-73.73674100000001,11422,"0K,01,02,03,04,05,06,07,08",No,0.358,0.0,0.01,0.97,0.02,0.98,0.0,0.09,0.91,0.78,0.87,0.82,Meeting Target,5.29,Elem_Middle,0,0,1,0,0
991,29Q283,29,40.668105,-73.757899,11413,"06,07,08,09,10,11,12",No,0.46399999999999997,0.01,0.04,0.85,0.06,0.91,0.02,0.03,0.94,0.93,0.88,0.81,Meeting Target,5.28,with_high,0,0,1,0,0
992,29Q289,29,40.672087,-73.743438,11413,"06,07,08",No,0.36700000000000005,0.02,0.01,0.86,0.05,0.91,0.01,0.13,0.75,0.86,0.85,0.84,Not Meeting Target,4.52,Elem_Middle,0,0,0,1,0
993,29Q295,29,40.720729999999996,-73.731394,11428,"PK,0K,01,02,03,04,05,06,07,08",No,0.419,0.11,0.38,0.25,0.28,0.53,0.05,0.07,0.95,0.85,0.87,0.81,Meeting Target,5.67,Elem_Middle,0,0,1,0,0
994,29Q327,29,40.691665,-73.778987,11434,"06,07,08,09,10,11,12",No,0.419,0.0,0.01,0.86,0.03,0.9,0.03,0.27,0.81,0.66,0.81,0.84,Meeting Target,4.83,with_high,0,0,1,0,0
995,29Q355,29,40.664858,-73.759088,11413,"06,07,08",No,0.557,0.02,0.01,0.91,0.06,0.97,0.01,0.26,0.84,0.91,0.78,0.8,Approaching Target,4.34,Elem_Middle,1,0,0,0,0
996,29Q356,29,40.664858,-73.759088,11413,"06,07,08",No,0.547,0.03,0.01,0.91,0.06,0.97,0.01,0.27,0.81,0.85,0.84,0.75,Approaching Target,4.37,Elem_Middle,1,0,0,0,0
997,30Q002,30,40.7697,-73.89414000000001,11372,"0K,01,02,03,04,05",No,0.47100000000000003,0.16,0.21,0.02,0.37,0.39,0.39,0.16,0.99,0.95,0.98,0.84,Meeting Target,5.83,Elem_Middle,0,0,1,0,0
998,30Q010,30,40.759518,-73.912499,11103,"06,07,08",No,0.605,0.12,0.23,0.06,0.52,0.58,0.18,0.15,0.93,0.95,0.88,0.7,Exceeding Target,5.35,Elem_Middle,0,1,0,0,0
999,30Q011,30,40.745517,-73.909077,11377,"0K,01,02,03,04,05,06",No,0.5670000000000001,0.25,0.38,0.02,0.5,0.51,0.09,0.12,0.91,0.9,0.92,0.85,Exceeding Target,5.71,Elem_Middle,0,1,0,0,0
1000,30Q017,30,40.768259,-73.922754,11102,"PK,0K,01,02,03,04,05",No,0.6990000000000001,0.23,0.19,0.12,0.55,0.67,0.13,0.2,0.91,0.9,0.9,0.88,Approaching Target,4.869999999999999,Elem_Middle,1,0,0,0,0
1001,30Q069,30,40.748799,-73.888464,11372,"PK,0K,01,02,03,04,05",No,0.637,0.17,0.5,0.0,0.4,0.41,0.08,0.07,0.91,0.9,0.94,0.85,Meeting Target,5.949999999999999,Elem_Middle,0,0,1,0,0
1002,30Q070,30,40.761734000000004,-73.913973,11103,"PK,0K,01,02,03,04,05",No,0.578,0.2,0.18,0.02,0.43,0.45,0.35,0.13,0.88,0.76,0.9,0.78,Meeting Target,5.630000000000001,Elem_Middle,0,0,1,0,0
1003,30Q076,30,40.760847999999996,-73.941632,11106,"PK,0K,01,02,03,04,05",No,0.7659999999999999,0.12,0.09,0.31,0.47,0.77,0.11,0.26,0.82,0.82,0.86,0.76,Meeting Target,4.67,Elem_Middle,0,0,1,0,0
1004,30Q078,30,40.744465000000005,-73.957666,11109,"PK,0K,01,02,03,04,05",No,0.23199999999999998,0.05,0.18,0.04,0.32,0.36,0.4,0.13,0.96,0.97,0.87,0.89,Approaching Target,6.0,Elem_Middle,1,0,0,0,0
1005,30Q084,30,40.771182,-73.90610799999999,11105,"0K,01,02,03,04,05",No,0.568,0.11,0.09,0.07,0.39,0.46,0.43,0.17,0.95,0.89,0.89,0.84,Approaching Target,5.300000000000001,Elem_Middle,1,0,0,0,0
1006,30Q085,30,40.773009,-73.914843,11105,"PK,0K,01,02,03,04,05",No,0.48100000000000004,0.09,0.18,0.04,0.31,0.35,0.43,0.19,0.97,0.87,0.95,0.84,Exceeding Target,6.46,Elem_Middle,0,1,0,0,0
1007,30Q092,30,40.755511,-73.86867600000001,11368,"PK,0K,01,02,03,04,05",No,0.789,0.33,0.01,0.02,0.96,0.98,0.0,0.06,0.9,0.9,0.91,0.83,Meeting Target,4.550000000000001,Elem_Middle,0,0,1,0,0
1008,30Q111,30,40.75855,-73.939237,11101,"PK,0K,01,02,03,04,05,06,07,08",Yes,0.847,0.19,0.04,0.41,0.48,0.89,0.06,0.45,0.87,0.84,0.84,0.78,Approaching Target,4.09,Elem_Middle,1,0,0,0,1
1009,30Q112,30,40.757217,-73.933922,11101,"0K,01,02,03,04,05",No,0.82,0.15,0.28,0.2,0.43,0.64,0.07,0.2,0.93,0.91,0.93,0.86,Meeting Target,5.01,Elem_Middle,0,0,1,0,0
1010,30Q122,30,40.780311,-73.91658000000001,11105,"PK,0K,01,02,03,04,05,06,07,08",No,0.42100000000000004,0.05,0.3,0.06,0.21,0.27,0.39,0.08,0.9,0.86,0.91,0.78,Exceeding Target,6.9,Elem_Middle,0,1,0,0,0
1011,30Q126,30,40.766101,-73.929913,11106,"06,07,08",No,0.7070000000000001,0.12,0.25,0.15,0.49,0.64,0.1,0.2,0.9,0.97,0.91,0.81,Meeting Target,4.97,Elem_Middle,0,0,1,0,0
1012,30Q127,30,40.764979,-73.871196,11369,"PK,0K,01,02,03,04,05,06,07,08",No,0.669,0.31,0.12,0.13,0.74,0.86,0.02,0.2,0.88,0.72,0.87,0.76,Meeting Target,4.77,Elem_Middle,0,0,1,0,0
1013,30Q141,30,40.775892999999996,-73.90456400000001,11105,"06,07,08",No,0.513,0.06,0.23,0.04,0.38,0.41,0.34,0.12,0.89,0.89,0.85,0.73,Meeting Target,5.9,Elem_Middle,0,0,1,0,0
1014,30Q145,30,40.754326,-73.88759399999999,11372,"06,07,08",No,0.682,0.21,0.08,0.01,0.89,0.9,0.02,0.09,0.87,0.85,0.86,0.76,Meeting Target,5.0,Elem_Middle,0,0,1,0,0
1015,30Q148,30,40.758364,-73.879173,11369,"PK,0K,01,02,03,04,05",No,0.662,0.29,0.14,0.0,0.83,0.83,0.03,0.11,0.76,0.6,0.82,0.78,Meeting Target,5.2,Elem_Middle,0,0,1,0,0
1016,30Q149,30,40.755297,-73.874426,11372,"0K,01,02,03,04,05",No,0.735,0.31,0.08,0.01,0.87,0.88,0.03,0.11,0.89,0.92,0.93,0.82,Meeting Target,5.33,Elem_Middle,0,0,1,0,0
1017,30Q150,30,40.745746999999994,-73.92331999999999,11104,"PK,0K,01,02,03,04,05,06",No,0.512,0.13,0.28,0.01,0.47,0.48,0.22,0.1,0.94,0.81,0.93,0.81,Exceeding Target,6.16,Elem_Middle,0,1,0,0,0
1018,30Q151,30,40.757671,-73.90836800000001,11377,"PK,0K,01,02,03,04,05",No,0.7709999999999999,0.11,0.17,0.22,0.51,0.73,0.07,0.3,0.9,0.94,0.91,0.84,Meeting Target,4.72,Elem_Middle,0,0,1,0,0
1019,30Q152,30,40.753093,-73.90053,11377,"PK,0K,01,02,03,04,05,06",No,0.693,0.3,0.5,0.01,0.44,0.45,0.04,0.05,0.91,0.86,0.94,0.79,Meeting Target,5.79,Elem_Middle,0,0,1,0,0
1020,30Q166,30,40.757498999999996,-73.926238,11106,"PK,0K,01,02,03,04,05",No,0.609,0.17,0.29,0.05,0.44,0.5,0.2,0.11,0.91,0.9,0.94,0.83,Exceeding Target,5.92,Elem_Middle,0,1,0,0,0
1021,30Q171,30,40.771097999999995,-73.929462,11102,"PK,0K,01,02,03,04,05",No,0.754,0.19,0.2,0.27,0.49,0.75,0.04,0.3,0.93,0.92,0.92,0.81,Approaching Target,4.66,Elem_Middle,1,0,0,0,0
1022,30Q204,30,40.756628000000006,-73.932648,11106,"06,07,08",No,0.745,0.15,0.23,0.18,0.53,0.71,0.06,0.21,0.79,0.76,0.83,0.76,Exceeding Target,5.18,Elem_Middle,0,1,0,0,0
1023,30Q212,30,40.753190999999994,-73.8849,11372,"0K,01,02,03,04,05",No,0.627,0.14,0.26,0.01,0.61,0.62,0.11,0.12,0.96,0.95,0.95,0.85,Meeting Target,5.58,Elem_Middle,0,0,1,0,0
1024,30Q227,30,40.757692,-73.87417099999999,11369,"05,06,07,08",No,0.5539999999999999,0.05,0.14,0.1,0.48,0.59,0.27,0.06,0.94,0.96,0.9,0.75,Exceeding Target,6.11,Elem_Middle,0,1,0,0,0
1025,30Q230,30,40.75264,-73.892841,11372,"06,07,08",No,0.601,0.11,0.37,0.01,0.56,0.57,0.05,0.08,0.9,0.91,0.87,0.74,Exceeding Target,5.91,Elem_Middle,0,1,0,0,0
1026,30Q234,30,40.766925,-73.92305400000001,11102,"PK,0K,01,02,03,04,05",No,0.672,0.22,0.24,0.05,0.38,0.44,0.31,0.11,0.93,0.87,0.95,0.83,Approaching Target,5.35,Elem_Middle,1,0,0,0,0
1027,30Q235,30,40.766708,-73.923052,11102,"06,07,08",No,0.6759999999999999,0.99,0.22,0.01,0.61,0.63,0.15,0.11,0.93,0.96,0.96,0.84,Meeting Target,4.25,Elem_Middle,0,0,1,0,0
1028,30Q280,30,40.753821,-73.873937,11372,"0K,01,02,03,04,05",No,0.7659999999999999,0.39,0.07,0.01,0.91,0.91,0.01,0.11,0.86,0.9,0.93,0.86,Meeting Target,4.85,Elem_Middle,0,0,1,0,0
1029,30Q286,30,40.771319,-73.924184,11105,"06,07,08,09,10,11,12",No,0.561,0.03,0.34,0.06,0.43,0.49,0.16,0.06,0.9,0.95,0.91,0.74,Meeting Target,5.76,with_high,0,0,1,0,0
1030,30Q291,30,40.74308,-73.959251,11101,"06,07,08",No,0.563,0.07,0.16,0.13,0.51,0.63,0.18,0.14,0.88,0.94,0.85,0.85,Meeting Target,5.48,Elem_Middle,0,0,1,0,0
1031,30Q300,30,40.768259,-73.922754,11102,"0K,01,02,03,04,05,06,07,08",No,0.259,0.01,0.45,0.06,0.09,0.14,0.31,0.04,0.94,0.97,0.95,0.93,Meeting Target,7.720000000000001,Elem_Middle,0,0,1,0,0
1032,30Q580,30,40.755047999999995,-73.926963,11106,"07,08,09,10,11,12",No,0.276,0.0,0.49,0.02,0.15,0.17,0.31,0.01,0.88,0.81,0.9,0.7,Exceeding Target,7.98,with_high,0,1,0,0,0
1033,31R001,31,40.508835,-74.244025,10307,"PK,0K,01,02,03,04,05",No,0.298,0.05,0.01,0.02,0.16,0.18,0.8,0.18,0.96,0.91,0.97,0.87,Meeting Target,5.66,Elem_Middle,0,0,1,0,0
1034,31R002,31,40.577094,-74.10015,10306,"06,07,08",No,0.526,0.05,0.11,0.06,0.29,0.34,0.54,0.2,0.83,0.92,0.82,0.75,Meeting Target,5.300000000000001,Elem_Middle,0,0,1,0,0
1035,31R003,31,40.520825,-74.211845,10309,"PK,0K,01,02,03,04,05",No,0.19399999999999998,0.02,0.05,0.0,0.12,0.12,0.82,0.11,0.87,0.72,0.9,0.83,Approaching Target,5.99,Elem_Middle,1,0,0,0,0
1036,31R004,31,40.552372999999996,-74.195516,10312,"PK,0K,01,02,03,04,05",No,0.292,0.03,0.05,0.02,0.18,0.21,0.72,0.14,0.95,0.96,0.98,0.84,Meeting Target,5.64,Elem_Middle,0,0,1,0,0
1037,31R005,31,40.529697,-74.18753199999999,10312,"0K,01,02,03,04,05",No,0.158,0.0,0.01,0.0,0.07,0.07,0.91,0.05,1.0,0.99,1.0,0.9,Exceeding Target,6.550000000000001,Elem_Middle,0,1,0,0,0
1038,31R006,31,40.510274,-74.230429,10307,"PK,0K,01,02,03,04,05",No,0.239,0.03,0.03,0.0,0.12,0.12,0.83,0.12,0.9,0.88,0.96,0.84,Approaching Target,5.4,Elem_Middle,1,0,0,0,0
1039,31R007,31,40.52409,-74.186183,10312,"06,07,08",No,0.239,0.01,0.04,0.01,0.07,0.07,0.88,0.15,0.94,0.93,0.88,0.76,Meeting Target,6.32,Elem_Middle,0,0,1,0,0
1040,31R008,31,40.547645,-74.151951,10308,"PK,0K,01,02,03,04,05",No,0.273,0.02,0.06,0.02,0.13,0.15,0.78,0.11,0.97,0.97,0.95,0.87,Meeting Target,6.0,Elem_Middle,0,0,1,0,0
1041,31R011,31,40.590709000000004,-74.097904,10304,"PK,0K,01,02,03,04,05",No,0.5670000000000001,0.11,0.08,0.16,0.4,0.56,0.35,0.19,0.93,0.86,0.85,0.88,Meeting Target,5.15,Elem_Middle,0,0,1,0,0
1042,31R013,31,40.613146,-74.06915,10305,"PK,0K,01,02,03,04,05",No,0.639,0.13,0.15,0.16,0.44,0.6,0.22,0.2,0.94,0.93,0.95,0.88,Meeting Target,5.24,Elem_Middle,0,0,1,0,0
1043,31R016,31,40.639728999999996,-74.07958199999999,10301,"PK,0K,01,02,03,04,05",No,0.8290000000000001,0.23,0.06,0.28,0.55,0.83,0.1,0.3,0.95,0.87,0.9,0.83,Approaching Target,4.33,Elem_Middle,1,0,0,0,0
1044,31R018,31,40.636542999999996,-74.11688199999999,10310,"PK,0K,01,02,03,04,05",No,0.851,0.06,0.04,0.43,0.46,0.89,0.05,0.34,0.89,0.81,0.84,0.83,Approaching Target,4.49,Elem_Middle,1,0,0,0,0
1045,31R019,31,40.630563,-74.126888,10310,"0K,01,02,03,04,05",No,0.755,0.17,0.04,0.16,0.68,0.84,0.08,0.24,0.89,0.89,0.91,0.85,Approaching Target,4.89,Elem_Middle,1,0,0,0,0
1046,31R020,31,40.636739,-74.132576,10302,"PK,0K,01,02,03,04,05",No,0.862,0.38,0.01,0.13,0.79,0.91,0.06,0.18,0.86,0.89,0.92,0.84,Meeting Target,4.48,Elem_Middle,0,0,1,0,0
1047,31R021,31,40.631307,-74.144611,10302,"PK,0K,01,02,03,04,05",No,0.7879999999999999,0.17,0.02,0.24,0.58,0.83,0.15,0.2,0.98,0.91,0.95,0.82,Meeting Target,4.5600000000000005,Elem_Middle,0,0,1,0,0
1048,31R022,31,40.624959000000004,-74.150648,10303,"PK,0K,01,02,03,04,05",No,0.696,0.14,0.07,0.24,0.55,0.79,0.12,0.25,0.85,0.86,0.87,0.8,Meeting Target,5.09,Elem_Middle,0,0,1,0,0
1049,31R023,31,40.570691,-74.133509,10306,"PK,0K,01,02,03,04,05",No,0.261,0.02,0.03,0.01,0.17,0.18,0.77,0.1,0.95,0.97,0.95,0.88,Exceeding Target,6.29,Elem_Middle,0,1,0,0,0
1050,31R024,31,40.545792999999996,-74.145561,10308,"06,07,08",No,0.254,0.02,0.03,0.01,0.12,0.13,0.83,0.15,0.9,0.9,0.82,0.73,Meeting Target,5.73,Elem_Middle,0,0,1,0,0
1051,31R026,31,40.59156,-74.190234,10314,"0K,01,02,03,04,05",No,0.392,0.09,0.08,0.04,0.34,0.39,0.51,0.11,0.99,0.99,0.97,0.89,Approaching Target,5.52,Elem_Middle,1,0,0,0,0
1052,31R027,31,40.628284,-74.117592,10310,"06,07,08",No,0.557,0.05,0.1,0.24,0.4,0.63,0.25,0.26,0.84,0.87,0.79,0.69,Meeting Target,5.17,Elem_Middle,0,0,1,0,0
1053,31R028,31,40.620483,-74.080771,10304,"06,07,08,09,10,11,12",No,0.705,0.03,0.09,0.52,0.31,0.83,0.07,0.23,0.93,0.87,0.91,0.87,Meeting Target,4.8100000000000005,with_high,0,0,1,0,0
1054,31R029,31,40.613944000000004,-74.116236,10314,"PK,0K,01,02,03,04,05",No,0.34700000000000003,0.03,0.16,0.09,0.22,0.3,0.52,0.1,0.94,0.95,0.97,0.97,Meeting Target,5.95,Elem_Middle,0,0,1,0,0
1055,31R030,31,40.618028,-74.133161,10314,"0K,01,02,03,04,05",No,0.31,0.06,0.06,0.02,0.23,0.25,0.66,0.14,0.95,0.97,0.96,0.84,Meeting Target,5.970000000000001,Elem_Middle,0,0,1,0,0
1056,31R031,31,40.641954,-74.08545699999999,10301,"PK,0K,01,02,03,04,05",No,0.902,0.04,0.0,0.52,0.39,0.91,0.04,0.41,0.89,0.9,0.89,0.85,Meeting Target,4.300000000000001,Elem_Middle,0,0,1,0,0
1057,31R032,31,40.555229,-74.154172,10308,"PK,0K,01,02,03,04,05",No,0.243,0.02,0.03,0.01,0.17,0.17,0.78,0.13,0.88,0.9,0.93,0.86,Meeting Target,5.68,Elem_Middle,0,0,1,0,0
1058,31R034,31,40.507803,-74.24322099999999,10307,"06,07,08",No,0.225,0.01,0.04,0.0,0.11,0.11,0.85,0.22,0.9,0.85,0.84,0.72,Exceeding Target,6.02,Elem_Middle,0,1,0,0,0
1059,31R035,31,40.613578000000004,-74.098959,10301,"0K,01,02,03,04,05",No,0.319,0.03,0.06,0.09,0.24,0.32,0.57,0.14,0.99,0.96,0.99,0.87,Meeting Target,6.449999999999999,Elem_Middle,0,0,1,0,0
1060,31R036,31,40.543238,-74.182578,10312,"PK,0K,01,02,03,04,05",No,0.17300000000000001,0.02,0.06,0.0,0.12,0.12,0.81,0.08,0.89,0.85,0.91,0.84,Meeting Target,6.2,Elem_Middle,0,0,1,0,0
1061,31R038,31,40.574938,-74.099425,10306,"PK,0K,01,02,03,04,05",No,0.5379999999999999,0.15,0.08,0.02,0.33,0.36,0.55,0.16,0.98,0.92,0.96,0.82,Meeting Target,5.63,Elem_Middle,0,0,1,0,0
1062,31R039,31,40.597613,-74.071405,10305,"PK,0K,01,02,03,04,05",No,0.562,0.11,0.14,0.05,0.32,0.37,0.47,0.19,0.97,0.93,0.97,0.86,Approaching Target,5.25,Elem_Middle,1,0,0,0,0
1063,31R041,31,40.573921999999996,-74.10908,10306,"PK,0K,01,02,03,04,05",No,0.47,0.11,0.07,0.03,0.29,0.32,0.57,0.15,0.93,0.87,0.89,0.83,Meeting Target,5.62,Elem_Middle,0,0,1,0,0
1064,31R042,31,40.552214,-74.16904,10312,"PK,0K,01,02,03,04,05",No,0.249,0.03,0.05,0.01,0.14,0.14,0.8,0.13,0.96,0.95,0.97,0.86,Meeting Target,5.88,Elem_Middle,0,0,1,0,0
1065,31R044,31,40.631586,-74.15706800000001,10303,"PK,0K,01,02,03,04,05",No,0.8340000000000001,0.07,0.03,0.39,0.52,0.91,0.02,0.37,0.89,0.85,0.87,0.81,Meeting Target,4.29,Elem_Middle,0,0,1,0,0
1066,31R045,31,40.628306,-74.107516,10310,"PK,0K,01,02,03,04,05",No,0.635,0.05,0.05,0.17,0.47,0.64,0.27,0.21,0.91,0.87,0.88,0.88,Meeting Target,5.109999999999999,Elem_Middle,0,0,1,0,0
1067,31R046,31,40.594211,-74.08052099999999,10305,"PK,0K,01,02,03,04,05",No,0.659,0.09,0.1,0.15,0.39,0.54,0.35,0.27,0.94,0.93,0.96,0.84,Approaching Target,4.79,Elem_Middle,1,0,0,0,0
1068,31R048,31,40.602835,-74.091981,10304,"0K,01,02,03,04,05,06,07,08",No,0.33399999999999996,0.06,0.17,0.04,0.18,0.22,0.59,0.1,0.94,0.93,0.88,0.87,Meeting Target,6.29,Elem_Middle,0,0,1,0,0
1069,31R049,31,40.620483,-74.080771,10304,"06,07,08",No,0.745,0.1,0.11,0.35,0.41,0.76,0.12,0.3,0.81,0.8,0.82,0.68,Meeting Target,4.5,Elem_Middle,0,0,1,0,0
1070,31R050,31,40.561488,-74.124926,10306,"PK,0K,01,02,03,04,05",No,0.23399999999999999,0.03,0.09,0.03,0.15,0.18,0.71,0.11,0.96,0.95,0.97,0.86,Exceeding Target,6.84,Elem_Middle,0,1,0,0,0
1071,31R051,31,40.623011,-74.14529499999999,10302,"06,07,08,SE",No,0.604,0.08,0.06,0.22,0.44,0.66,0.27,0.29,0.85,0.86,0.8,0.77,Meeting Target,4.79,Elem_Middle,0,0,1,0,0
1072,31R052,31,40.582437,-74.088696,10305,"PK,0K,01,02,03,04,05",No,0.39799999999999996,0.12,0.1,0.01,0.2,0.21,0.68,0.17,0.93,0.93,0.94,0.86,Meeting Target,5.65,Elem_Middle,0,0,1,0,0
1073,31R053,31,40.552128,-74.13738199999999,10308,"PK,0K,01,02,03,04,05",No,0.24,0.04,0.06,0.02,0.13,0.15,0.77,0.13,0.98,0.97,0.99,0.87,Meeting Target,5.9399999999999995,Elem_Middle,0,0,1,0,0
1074,31R054,31,40.602779,-74.137628,10314,"PK,0K,01,02,03,04,05",No,0.439,0.08,0.32,0.06,0.24,0.3,0.36,0.16,0.9,0.82,0.92,0.82,Meeting Target,5.96,Elem_Middle,0,0,1,0,0
